iso3,country_name,region,income_group,value_used_for_ranking,question_id,question_label,outcome,outcome_label,value_type,rank_desc,rank_asc,percentile,n_ranked,is_top_5_global,is_bottom_5_global,interpretation_label,missingness_flag,why_high_or_low_short,group_name,group_type,rank_within_group,percentile_within_group,n_group_ranked,is_best_in_group,is_worst_in_group,distance_to_group_best,distance_to_group_median,distance_to_chile,why_best_or_worst
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,38.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,8.0,34.0,0.8214285714285714,42,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,5.0,0.7857142857142857,21,False,False,7.5,-9.099999999999998,,
GBR,United Kingdom,Europe & Central Asia,High income,38.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,8.0,34.0,0.8214285714285714,42,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,5.0,0.7857142857142857,21,False,False,7.5,-9.099999999999998,,
BEL,Belgium,Europe & Central Asia,High income,36.0,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,13.0,30.0,0.7142857142857143,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,7.0,0.7142857142857143,21,False,False,10.399999999999999,-6.199999999999999,,
CHE,Switzerland,Europe & Central Asia,High income,34.8,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,15.0,28.0,0.6666666666666666,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,8.0,0.6666666666666666,21,False,False,11.600000000000001,-4.9999999999999964,,
SWE,Sweden,Europe & Central Asia,High income,33.3,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,16.0,27.0,0.6428571428571429,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,9.0,0.6190476190476191,21,False,False,13.100000000000001,-3.4999999999999964,,
AUT,Austria,Europe & Central Asia,High income,31.4,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,17.0,26.0,0.6190476190476191,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,10.0,0.5714285714285714,21,False,False,15.0,-1.5999999999999979,,
HUN,Hungary,Europe & Central Asia,High income,29.8,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,19.0,24.0,0.5714285714285714,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,11.0,0.5238095238095238,21,False,False,16.599999999999998,0.0,,
DNK,Denmark,Europe & Central Asia,High income,28.7,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,20.0,23.0,0.5476190476190477,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,12.0,0.47619047619047616,21,False,False,17.7,1.1000000000000014,,
DEU,Germany,Europe & Central Asia,High income,28.6,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,21.0,22.0,0.5238095238095238,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,13.0,0.42857142857142855,21,False,False,17.799999999999997,1.1999999999999993,,
POL,Poland,Europe & Central Asia,High income,28.5,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,22.0,21.0,0.5,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,14.0,0.38095238095238093,21,False,False,17.9,1.3000000000000007,,
CZE,Czech Republic,Europe & Central Asia,High income,27.8,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,25.0,17.0,0.4166666666666667,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,15.0,0.30952380952380953,21,False,False,18.599999999999998,2.0,,
ITA,Italy,Europe & Central Asia,High income,27.8,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,25.0,17.0,0.4166666666666667,42,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,15.0,0.30952380952380953,21,False,False,18.599999999999998,2.0,,
BGR,Bulgaria,Europe & Central Asia,High income,27.3,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,27.0,15.0,0.36904761904761907,42,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,17.0,0.21428571428571427,21,False,False,19.099999999999998,2.5,,
FIN,Finland,Europe & Central Asia,High income,27.3,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,27.0,15.0,0.36904761904761907,42,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,17.0,0.21428571428571427,21,False,False,19.099999999999998,2.5,,
EST,Estonia,Europe & Central Asia,High income,,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,,,,42,False,False,not_ranked_missing,True,sin dato suficiente para ranking,Europe & Central Asia,region,,,21,False,False,,,,
GRC,Greece,Europe & Central Asia,High income,19.1,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,35.0,7.0,0.17857142857142858,42,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,20.0,0.09523809523809523,21,False,False,27.299999999999997,10.7,,
ROU,Romania,Europe & Central Asia,High income,16.2,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,40.0,3.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,21.0,0.047619047619047616,21,False,True,30.2,13.600000000000001,,peor de su grupo
HRV,Croatia,Europe & Central Asia,High income,23.7,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,30.0,13.0,0.30952380952380953,42,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,19.0,0.14285714285714285,21,False,False,22.7,6.100000000000001,,
NOR,Norway,Europe & Central Asia,High income,28.8939,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,8.0,24.0,0.7741935483870968,31,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,7.0,0.7272727272727273,22,False,False,13.138500000000004,-9.993500000000001,,
IRL,Ireland,Europe & Central Asia,High income,19.6416,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,12.0,20.0,0.6451612903225806,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,11.0,0.5454545454545454,22,False,False,22.390800000000002,-0.7412000000000027,,
FRA,France,Europe & Central Asia,High income,18.1592,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,13.0,19.0,0.6129032258064516,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,12.0,0.5,22,False,False,23.873200000000004,0.7411999999999992,,
ESP,Spain,Europe & Central Asia,High income,20.2685,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,11.0,21.0,0.6774193548387096,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,10.0,0.5909090909090909,22,False,False,21.763900000000003,-1.3681000000000019,,
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,33.2079,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,5.0,27.0,0.8709677419354839,31,True,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,5.0,0.8181818181818182,22,False,False,8.8245,-14.307500000000005,,
GBR,United Kingdom,Europe & Central Asia,High income,4.1104,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,29.0,3.0,0.0967741935483871,31,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,22.0,0.045454545454545456,22,False,True,37.922000000000004,14.789999999999997,,peor de su grupo
BEL,Belgium,Europe & Central Asia,High income,34.5428,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,4.0,28.0,0.9032258064516129,31,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,4.0,0.8636363636363636,22,False,False,7.489600000000003,-15.642400000000002,,
CHE,Switzerland,Europe & Central Asia,High income,9.94986452932108,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,19.0,13.0,0.41935483870967744,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,17.0,0.2727272727272727,22,False,False,32.08253547067892,8.950535470678918,,
SWE,Sweden,Europe & Central Asia,High income,35.0402,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,3.0,29.0,0.9354838709677419,31,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,3.0,0.9090909090909091,22,False,False,6.992200000000004,-16.1398,,
AUT,Austria,Europe & Central Asia,High income,29.9459,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,7.0,25.0,0.8064516129032258,31,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,6.0,0.7727272727272727,22,False,False,12.086500000000001,-11.045500000000004,,
HUN,Hungary,Europe & Central Asia,High income,10.3731,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,18.0,14.0,0.45161290322580644,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,16.0,0.3181818181818182,22,False,False,31.6593,8.527299999999997,,
DNK,Denmark,Europe & Central Asia,High income,42.0324,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,1.0,31.0,1.0,31,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,1.0,1.0,22,True,False,0.0,-23.132000000000005,,mejor de su grupo
DEU,Germany,Europe & Central Asia,High income,25.9684,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,9.0,23.0,0.7419354838709677,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,8.0,0.6818181818181818,22,False,False,16.064000000000004,-7.068000000000001,,
POL,Poland,Europe & Central Asia,High income,8.362400000000001,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,24.0,8.0,0.25806451612903225,31,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,20.0,0.13636363636363635,22,False,False,33.67,10.537999999999997,,
CZE,Czech Republic,Europe & Central Asia,High income,17.6049,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,14.0,18.0,0.5806451612903226,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,13.0,0.45454545454545453,22,False,False,24.427500000000002,1.295499999999997,,
ITA,Italy,Europe & Central Asia,High income,16.4032,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,15.0,17.0,0.5483870967741935,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,14.0,0.4090909090909091,22,False,False,25.629200000000004,2.4971999999999994,,
BGR,Bulgaria,Europe & Central Asia,High income,8.5463,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,23.0,9.0,0.2903225806451613,31,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,19.0,0.18181818181818182,22,False,False,33.4861,10.354099999999997,,
FIN,Finland,Europe & Central Asia,High income,37.8204,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,2.0,30.0,0.967741935483871,31,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,2.0,0.9545454545454546,22,False,False,4.212000000000003,-18.92,,
EST,Estonia,Europe & Central Asia,High income,23.4026,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,10.0,22.0,0.7096774193548387,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,9.0,0.6363636363636364,22,False,False,18.629800000000003,-4.502200000000002,,
GRC,Greece,Europe & Central Asia,High income,8.9269,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,22.0,10.0,0.3225806451612903,31,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,18.0,0.22727272727272727,22,False,False,33.105500000000006,9.973499999999998,,
ROU,Romania,Europe & Central Asia,High income,5.2108,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,28.0,4.0,0.12903225806451613,31,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,21.0,0.09090909090909091,22,False,False,36.821600000000004,13.689599999999999,,
HRV,Croatia,Europe & Central Asia,High income,15.1928,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,16.0,16.0,0.5161290322580645,31,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,15.0,0.36363636363636365,22,False,False,26.839600000000004,3.7075999999999976,,
NOR,Norway,Europe & Central Asia,High income,66.51241379,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,24.0,19.0,0.45348837209302323,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,14.0,0.38636363636363635,22,False,False,33.48758621,5.212586209999998,,
IRL,Ireland,Europe & Central Asia,High income,71.34,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,22.0,22.0,0.5116279069767442,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,12.0,0.5,22,False,False,28.659999999999997,0.3849999999999909,,
FRA,France,Europe & Central Asia,High income,83.82,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,13.0,31.0,0.7209302325581395,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,8.0,0.6818181818181818,22,False,False,16.180000000000007,-12.094999999999999,,
ESP,Spain,Europe & Central Asia,High income,68.8,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,23.0,21.0,0.4883720930232558,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,13.0,0.45454545454545453,22,False,False,31.200000000000003,2.924999999999997,,
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,100.0,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,1.0,43.0,1.0,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,1.0,1.0,22,True,False,0.0,-28.275000000000006,,mejor de su grupo
GBR,United Kingdom,Europe & Central Asia,High income,84.23,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,11.0,33.0,0.7674418604651163,43,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,6.0,0.7727272727272727,22,False,False,15.769999999999996,-12.50500000000001,,
BEL,Belgium,Europe & Central Asia,High income,66.51241379,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,24.0,19.0,0.45348837209302323,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,14.0,0.38636363636363635,22,False,False,33.48758621,5.212586209999998,,
CHE,Switzerland,Europe & Central Asia,High income,93.09,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,6.0,38.0,0.8837209302325582,43,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,4.0,0.8636363636363636,22,False,False,6.909999999999997,-21.36500000000001,,
SWE,Sweden,Europe & Central Asia,High income,96.31,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,3.0,0.9090909090909091,22,False,False,3.6899999999999977,-24.585000000000008,,
AUT,Austria,Europe & Central Asia,High income,74.59,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,19.0,25.0,0.5813953488372093,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,9.0,0.6363636363636364,22,False,False,25.409999999999997,-2.865000000000009,,
HUN,Hungary,Europe & Central Asia,High income,47.82,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,40.0,4.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,21.0,0.09090909090909091,22,False,False,52.18,23.904999999999994,,
DNK,Denmark,Europe & Central Asia,High income,84.22,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,12.0,32.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,7.0,0.7272727272727273,22,False,False,15.780000000000001,-12.495000000000005,,
DEU,Germany,Europe & Central Asia,High income,85.48,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,8.0,36.0,0.8372093023255814,43,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,5.0,0.8181818181818182,22,False,False,14.519999999999996,-13.75500000000001,,
POL,Poland,Europe & Central Asia,High income,48.92,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,38.0,6.0,0.13953488372093023,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,20.0,0.13636363636363635,22,False,False,51.08,22.804999999999993,,
CZE,Czech Republic,Europe & Central Asia,High income,72.11,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,21.0,23.0,0.5348837209302325,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,11.0,0.5454545454545454,22,False,False,27.89,-0.3850000000000051,,
ITA,Italy,Europe & Central Asia,High income,65.18,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,26.0,18.0,0.4186046511627907,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,16.0,0.3181818181818182,22,False,False,34.81999999999999,6.5449999999999875,,
BGR,Bulgaria,Europe & Central Asia,High income,48.94,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,37.0,7.0,0.16279069767441862,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,19.0,0.18181818181818182,22,False,False,51.06,22.784999999999997,,
FIN,Finland,Europe & Central Asia,High income,96.95,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,3.0,41.0,0.9534883720930233,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,2.0,0.9545454545454546,22,False,False,3.049999999999997,-25.22500000000001,,
EST,Estonia,Europe & Central Asia,High income,73.19,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,10.0,0.5909090909090909,22,False,False,26.810000000000002,-1.4650000000000034,,
GRC,Greece,Europe & Central Asia,High income,38.5,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,43.0,1.0,0.023255813953488372,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,22.0,0.045454545454545456,22,False,True,61.5,33.224999999999994,,peor de su grupo
ROU,Romania,Europe & Central Asia,High income,52.7,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,32.0,12.0,0.27906976744186046,43,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,17.0,0.2727272727272727,22,False,False,47.3,19.02499999999999,,
HRV,Croatia,Europe & Central Asia,High income,49.87,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,36.0,8.0,0.18604651162790697,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,18.0,0.22727272727272727,22,False,False,50.13,21.854999999999997,,
NOR,Norway,Europe & Central Asia,High income,84.17,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,10.0,34.0,0.7906976744186046,43,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,5.0,0.8181818181818182,22,False,False,15.459999999999994,-7.644999999999996,,
IRL,Ireland,Europe & Central Asia,High income,74.12,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,23.0,21.0,0.4883720930232558,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,13.0,0.45454545454545453,22,False,False,25.50999999999999,2.405000000000001,,
FRA,France,Europe & Central Asia,High income,97.18,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,3.0,41.0,0.9534883720930233,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,2.0,0.9545454545454546,22,False,False,2.4499999999999886,-20.655,,
ESP,Spain,Europe & Central Asia,High income,78.21,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,21.0,23.0,0.5348837209302325,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,11.0,0.5454545454545454,22,False,False,21.42,-1.684999999999988,,
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,94.01,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,Europe & Central Asia,region,3.0,0.9090909090909091,22,False,False,5.61999999999999,-17.485,,
GBR,United Kingdom,Europe & Central Asia,High income,68.93,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,36.0,8.0,0.18604651162790697,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,20.0,0.13636363636363635,22,False,False,30.69999999999999,7.594999999999999,,
BEL,Belgium,Europe & Central Asia,High income,72.0,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,27.0,17.0,0.3953488372093023,43,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,16.0,0.3181818181818182,22,False,False,27.629999999999995,4.525000000000006,,
CHE,Switzerland,Europe & Central Asia,High income,73.93,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,24.0,20.0,0.46511627906976744,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,14.0,0.4090909090909091,22,False,False,25.69999999999999,2.594999999999999,,
SWE,Sweden,Europe & Central Asia,High income,73.81,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,25.0,19.0,0.4418604651162791,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,15.0,0.36363636363636365,22,False,False,25.819999999999993,2.7150000000000034,,
AUT,Austria,Europe & Central Asia,High income,81.6,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,16.0,28.0,0.6511627906976745,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,9.0,0.6363636363636364,22,False,False,18.03,-5.074999999999989,,
HUN,Hungary,Europe & Central Asia,High income,82.61,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,14.0,30.0,0.6976744186046512,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,7.0,0.7272727272727273,22,False,False,17.019999999999996,-6.084999999999994,,
DNK,Denmark,Europe & Central Asia,High income,85.26,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,9.0,35.0,0.813953488372093,43,False,False,high_performer,False,desempeño alto relativo,Europe & Central Asia,region,4.0,0.8636363636363636,22,False,False,14.36999999999999,-8.735,,
DEU,Germany,Europe & Central Asia,High income,82.89,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,12.0,32.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,6.0,0.7727272727272727,22,False,False,16.739999999999995,-6.364999999999995,,
POL,Poland,Europe & Central Asia,High income,74.84,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,22.0,22.0,0.5116279069767442,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,12.0,0.5,22,False,False,24.789999999999992,1.6850000000000023,,
CZE,Czech Republic,Europe & Central Asia,High income,69.33,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,35.0,9.0,0.20930232558139536,43,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,19.0,0.18181818181818182,22,False,False,30.299999999999997,7.195000000000007,,
ITA,Italy,Europe & Central Asia,High income,70.24,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,33.0,11.0,0.2558139534883721,43,False,False,low_performer,False,desempeño bajo relativo,Europe & Central Asia,region,18.0,0.22727272727272727,22,False,False,29.39,6.285000000000011,,
BGR,Bulgaria,Europe & Central Asia,High income,64.66,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,38.0,6.0,0.13953488372093023,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra,Europe & Central Asia,region,21.0,0.09090909090909091,22,False,False,34.97,11.865000000000009,,
FIN,Finland,Europe & Central Asia,High income,81.77,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,15.0,29.0,0.6744186046511628,43,False,False,middle_performer,False,desempeño intermedio relativo,Europe & Central Asia,region,8.0,0.6818181818181818,22,False,False,17.86,-5.24499999999999,,
