STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,REGULATORY_CATEGORY,Regulatory category,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,1.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHL,Chile,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2017,,0.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,0.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,0.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2017,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2017,,0.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,COL,Colombia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2017,,0.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,2.11,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2017,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,0.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CRI,Costa Rica,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2017,,0.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2017,,0.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2017,,0.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,2.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,2.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,CZE,Czechia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2017,,0.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2017,,0.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,1.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,1.96,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2017,,0.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2017,,0.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DNK,Denmark,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2017,,0.87,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.65,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2017,,0.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,2.77,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2017,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,3.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2017,,0.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,2.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2017,,0.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2017,,0.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2017,,0.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2017,,0.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2017,,0.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2017,,0.64,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,1.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2017,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2017,,2.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,RIA,Regulatory Impact Assessment,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2017,,1.97,,A,Normal value,0,Units,_Z,Not applicable,,
