iso3,region,income_group,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_high_tech_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.1,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.2.24,stanford_fig_4.2.25,stanford_fig_4.2.7,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.15,stanford_fig_4.3.16,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.4.12,stanford_fig_4.4.2,stanford_fig_4.4.5,stanford_fig_4.4.6,stanford_fig_1.1.11,stanford_fig_1.3.3,stanford_fig_6.2.1,stanford_fig_6.2.20,stanford_fig_6.2.8,wb_ict_service_exports_pct,stanford_fig_1.2.4,stanford_fig_1.3.12,stanford_fig_1.3.25,stanford_fig_1.4.6,stanford_fig_6.2.15,stanford_fig_6.2.16,oecd_year_enacted,stanford_fig_4.2.2,stanford_fig_1.2.5,stanford_fig_6.2.17,stanford_fig_6.2.3,stanford_fig_6.2.4,stanford_fig_6.3.1,stanford_fig_6.3.2,stanford_fig_6.3.3,stanford_fig_6.3.4,stanford_fig_6.3.5,iapp_year_enacted,stanford_fig_6.3.8,stanford_fig_4.5.4,stanford_fig_4.5.7,stanford_fig_1.3.1,oxford_dimension_policy_commitment,oxford_dimension_enabling_technical_infrastructure,oxford_dimension_governance_principles,wipo_income_group,wipo_research_and_development,wipo_information_and_communication_technologies,wipo_trade_diversification,oecd_has_ai_law_2024,oecd_regulatory_approach_2024,oecd_regulatory_intensity_2024,oecd_enforcement_level_2024,oecd_thematic_coverage_2024,stanford_fig_4.4.4,stanford_fig_4.4.7,stanford_fig_4.5.5,wipo_information_and_communication_technology_ict,wb_year,wb_education_expenditure_pct_gdp,wb_exports_pct_gdp,wb_internet_penetration,wb_mobile_subscriptions_per100,wb_patent_applications_residents,wb_rd_expenditure,wb_rd_expenditure_pct_gdp,wb_tertiary_education,iapp_approach_ordinal,iapp_enforcement_ordinal,income_ordinal,gdpr_eu_adequacy,gdpr_eu_eea_member,gdpr_eu_eu_member,legal_English,legal_French,legal_German,legal_Scandinavian,legal_Socialist,region_simplified,region_africa,region_asia,region_europe,region_latam,region_mena,region_north_america,region_other,region_south_asia,fh_status_ordinal
EGY,MENA,LM,0,strategy_led,3,low,6,59.1,52,100.0,47.71,67.5,60.07,47.68,61.14,7.91,100.0,71.5,83.33,,,,,,,,12.5,13.4,0.9,NF,18.0,6.0,12.0,2025.0,1,2.0,2020.0,0,none,0,French,0,24.7122281668271,86.0,LM,Northern Africa and Western Asia,20799.05,116538.26,39.4432335766632,19.8359845530163,5.76319523275793,20.6607166146531,20.7498886445949,14.867743828092,38.9770577218402,19.7918286515621,23.080616461396,60.734507447655,31.7980266424363,28.1536630093777,30.2626071452357,19.1562445354012,38.4803322589491,35.8670374792062,27.4796656283634,8.36348618533423,16.9839002891204,17.6517724561493,11.1247975325554,13.2071764053503,28.6233434305422,12.2614462246929,30.1866499108339,21.9203399691276,29.6775466020063,12.4505315279932,17.8142601343546,61.4465749025724,19094.1449444111,-0.239516973495483,-0.665456295013428,-0.184178426861763,-0.747790396213531,-1.37938976287842,-0.866764307022095,389059911003.566,116538258.0,35343331.0,46578000000.0,28.2705899322083,6.817,2.34526584104617,2024.0,1.0,regulation_focused,6.0,medium,0.0,6.0,1.0,2.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,2.0,14.0,,,0.009,0.0971,Little or no change,Advanced industries ,27%,2023.0,,,,,,3.33885551186603,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3762422101126,72.6899,92.8262,881.0,1.03356,,37.5781274463676,2,1,0,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
ESP,Europe,HI,1,comprehensive,10,high,14,74.22,13,92.0,65.72,87.98,78.21,61.98,81.7,25.03,80.0,89.14,100.0,47.4,80.32,91.73,88.45,67.28,63.41,63.08,39.7,41.8,2.1,F,90.0,37.0,53.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,44.6070366016514,29.0,HI,Europe,55089.21,47910.53,35.7519831377937,41.7966246683804,31.105902748497,44.8022418146853,38.0692983015737,40.9117441114706,60.7624567416399,42.3600671739298,47.3399501203148,85.596299199117,56.2893701615058,49.2863389171574,32.4806135723056,40.5815100241989,68.0152705898938,56.1806833046263,52.2337603482503,18.5550383688149,34.9560459487936,36.3607782337125,36.5704223132732,34.9982410776027,37.5136713102618,57.953214484042,44.8250663309596,43.6355438137434,64.7747961861912,44.2197070771064,37.0376865421981,77.8508623224901,57965.2948138837,0.752065539360046,0.693764328956604,0.822885692119598,0.629368722438812,1.19472968578339,0.287291556596756,1725671652742.19,48848840.0,24604513.0,42778827261.0579,2.77417826534772,11.4,6.84640091103014,2024.0,1.0,comprehensive,23.0,high,26.0,34.0,6.0,24.0,1.0,10.0,1.0,1.0,,18.22%,1/1/18,1.1,Female,0.60%,161%,2016.0,2016.0,0.94,1/1/23,,0.3626537350716278,,18.0,117.0,,,0.409329697,2.677716484,,,12%,,,1.0,11.0,,,10.3126532764611,0.101348745,,,,314.0,1200.0,1998.0,2014.0,,12.0,,11.0,99.71283594042632,121.0,468.9359736,207.9672502,49.58958698779017,2024.0,2013.0,5.1,31%,,,,,,,,,,,,,,,,,,,4.58553981781006,37.0558792721708,95.7575,127.715,1308.0,1.43532,,93.7303466796875,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
EST,Europe,HI,1,comprehensive,10,high,14,69.56,21,96.0,54.29,90.0,99.63,46.01,64.38,7.69,90.0,99.88,66.67,,,,,,,,,,,F,95.0,39.0,56.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,51.091978139021,16.0,HI,Europe,48008.04,1360.55,71.3995660051889,48.1398139004704,52.0501045535645,49.7129323928086,45.8677596598987,37.8201832028266,64.7030359509665,47.6037524540458,44.5427083138189,98.3928752314356,61.2722702961027,59.8271538639781,36.265422552,44.788715927979,80.864284677067,78.6759290149683,42.210366978811,92.7276607541955,46.9821528045491,39.8644994631494,28.6379413120113,44.6492100894991,46.3063469879377,61.171866344862,66.5050477945301,62.3808910600477,83.763936362649,23.290033509909,45.6350554805813,60.919722969496,49968.7108278373,1.2634699344635,1.42964351177216,1.42638897895813,1.53812229633331,1.21992552280426,0.660533905029297,43130419829.35,1372341.0,757729.0,-3437916450.37682,3.52056053296586,7.6,16.9644248677655,2024.0,0.0,light_touch,10.0,medium,0.0,13.0,0.0,11.0,0.0,2.0,1.0,1.0,,17.40%,1/1/18,0.28,Female,1.17%,207%,2016.0,2016.0,0.13,1/1/23,0.30%,0.0054987208927827,0.87%,3.0,19.0,,,0.023616548,0.145512817,,,12%,,,,0.0,2020.0,4.0,12.9619239061074,0.072977466,,,,30.0,104.0,,,,,,,2.606172323719454,5.0,565.7234461,195.2512558,,2024.0,,,,,,,,,,,,,,,,,,,,,,5.20733976364136,75.6694833213142,92.238,150.196,25.0,1.78205,,67.6179275512695,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
FIN,Europe,HI,1,comprehensive,10,high,14,70.3,18,80.5,61.63,84.2,81.77,63.01,62.0,19.27,70.0,89.24,33.33,42.21,79.96,92.83,80.89,74.3,90.67,73.78,25.6,27.3,1.7,F,100.0,40.0,60.0,2025.0,1,3.0,2018.0,1,eu_member,1,Scandinavian,0,57.7063647384345,7.0,HI,Europe,64657.34,5617.31,76.4283070441257,61.0849594332086,31.3525050899667,47.5979155965477,58.3658476782373,40.9442017164923,67.9569711275484,59.4366155383392,61.0766113572033,97.1908097886656,65.857209014499,66.0897445409102,65.0159716655199,52.7841165020617,85.911038883567,85.5411197141405,44.999311065499,47.8760663426448,48.7084562784556,57.9703174075756,60.8843903584485,58.1375732882886,54.8889885759898,69.5304503556504,56.8888231854997,69.0405351652262,94.2840132147289,63.1679782858682,52.1048846581933,64.4245555356171,65378.3841859721,1.73860657215118,1.76514935493469,1.96704590320587,2.22151660919189,1.63263607025146,0.713986694812775,298696961297.656,5619911.0,2871471.0,8741865603.01226,1.56568906231616,8.4,9.21470120593618,2024.0,1.0,regulation_focused,10.0,low,23.0,12.0,1.0,11.0,0.0,2.0,1.0,1.0,,26.98%,1/1/18,0.56,Female,1.13%,94%,2016.0,2016.0,1.3,1/1/23,6.60%,0.0281482140940071,3.24%,12.0,53.0,2.126519025,2018.0,0.050754509,1.286856299,Little or no change,Human resources,11%,2023.0,,3.0,0.0,2019.0,,32.5046739042875,0.967064124,,,,41.0,153.0,2020.0,,16.53278231,,,,71.24961280350327,69.0,673.9553516,1287.494573,,2024.0,,,,,,,,,,,,,,,,,,,,,,6.37603998184204,41.9077919866069,93.5139,127.473,1557.0,2.96469,,108.130409240723,3,3,2,0,0,1,0,0,0,1,0,europe,0,0,1,0,0,0,0,0,
FRA,Europe,HI,1,comprehensive,10,high,14,80.81,2,77.5,76.27,90.0,97.18,68.2,88.63,51.11,100.0,96.1,100.0,56.88,81.07,93.26,80.0,,,,40.9,44.0,3.1,F,89.0,37.0,52.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,53.4156786988289,13.0,HI,Europe,65940.41,66548.53,55.7828305751893,55.456901770646,31.2484261246148,60.7983141425173,57.454274064845,32.2757430481217,60.6756004646329,47.8649395601511,54.3638898041921,84.4783576587254,54.8730134223327,58.6185214057717,48.4095785299653,52.2081251799358,71.2152903664339,67.4695033860867,80.0084735245645,37.3932443239219,47.4604460810954,43.6179362173544,42.0160161184864,40.3616165443013,48.4761759892754,70.5006807008772,60.9292986456008,51.9278833963253,75.4103892166369,61.6394211097415,40.776647838202,87.9403775480355,62556.91810454,1.14462625980377,1.15350544452667,1.18057084083557,1.18482184410095,1.15460133552551,0.343697965145111,3160442622465.08,68551653.0,31859898.0,52052548617.7634,1.99904942291463,7.4,26.9265976407414,2024.0,1.0,comprehensive,26.0,medium,25.0,40.0,2.0,36.0,1.0,8.0,1.0,1.0,,5.75%,1/1/18,1.23,Female,0.79%,52%,2016.0,2016.0,0.34,1/1/23,,0.0699123084939524,,59.0,468.0,10.40020055,2018.0,2.617394131,11.09680763,,,,,,24.0,9.0,,,7.04616007879945,0.434925948,,,,43.0,299.0,2016.0,2014.0,4.628277083,9.0,1.0,9.0,190.1034309599707,139.0,429.7768807,280.7891938,18.44227351453526,2024.0,2014.0,6.4,-13%,3.0,,,,,,,,,,,,,,,,,,5.32435989379883,33.8897542343832,88.6538,116.688,13386.0,2.23312,,70.4536437988281,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
GBR,Europe,HI,0,strategy_led,6,high,13,77.75,3,100.0,72.49,92.27,68.93,68.46,83.3,50.34,100.0,52.84,100.0,61.7,70.05,96.55,84.55,,,,36.4,38.9,2.5,F,91.0,36.0,55.0,2025.0,1,3.0,2018.0,1,adequacy,1,English,1,59.1153757105143,6.0,HI,Europe,62573.61,69138.19,53.7546123456671,56.4371660246843,50.3673200961013,61.2609868200654,54.5733583517852,37.9956019659475,61.3220986076234,34.8487809616626,60.6328432858455,92.2389590052085,55.0277806442729,62.1359116140509,61.3468447392863,59.962724297087,72.1663280494603,69.8759027711095,65.6875576491145,61.5437599467149,38.5861562900205,58.6644617741085,59.0834989560394,53.3682657782447,63.5416205880416,69.3784970447462,68.7058653443424,63.3015118859312,83.7067679182011,69.821838710318,50.7545925395952,90.0004777345271,62009.4907765366,1.16114270687103,1.53656673431396,1.39836597442627,1.48091387748718,1.26162397861481,0.514935672283173,3686033044482.13,69226000.0,35289735.0,-12955141484.5037,3.2715729463592,4.361,23.0942001089205,2024.0,1.0,regulation_focused,27.0,medium,19.0,55.0,2.0,48.0,0.0,13.0,1.0,1.0,2014.0,13.78%,1/1/18,1.4,Female,0.87%,109%,2016.0,2016.0,0.55,1/1/24,,,,116.0,885.0,,,4.519300073,28.17025072,,,,,5.0,72.0,10.0,,,7.74245208143596,0.517922458,,,,119.0,710.0,2018.0,,7.303368194,10.0,2.0,10.0,568.475448,555.0,179.60173,839.943699,262.5886434688056,,2013.0,3.8,51%,,,,,,,,,,,,,,,,,,,5.90682983398438,30.9841588401688,96.2988,122.796,11592.0,2.89711,,80.4987716674805,2,3,2,1,0,0,1,0,0,0,0,europe,0,0,1,0,0,0,0,0,
GHA,Sub-Saharan Africa,LM,0,strategy_led,2,low,3,47.42,78,53.5,46.12,66.25,53.35,33.68,41.81,6.59,40.0,81.71,50.0,22.57,34.23,60.87,70.0,25.0,33.63,47.92,8.7,9.3,0.6,F,80.0,34.0,46.0,2025.0,1,2.0,2012.0,1,none,1,English,1,21.8535373304419,101.0,LM,Sub-Saharan Africa,7975.13,34427.42,51.620152852334,24.2361700271735,32.5261453707923,20.6026563275975,1.45048657378432,20.3868358602963,39.774663823037,9.63483876058124,16.6990500899966,51.4331700472881,27.1516148893885,24.889594503841,24.0017581567803,15.1798786051583,44.841279193436,45.284874285145,17.3960837831905,8.30158553227504,20.1162793582556,9.75710088271914,6.74141868336794,5.24100502849877,17.2888789362907,28.5904725664846,11.0762632275016,15.0923123732167,39.3931908096649,0.243615552976546,10.0788708939763,23.4767175764453,,,,,,,,,,,,,,1.14325401056793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.03,0.0801,,,,,,,,,,1.0330510219968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,africa,1,0,0,0,0,0,0,0,
GRC,Europe,HI,1,comprehensive,10,high,14,60.51,42,76.5,52.39,75.53,78.76,41.5,62.47,9.4,60.0,86.86,66.67,,,,,,,,17.7,19.1,1.4,F,84.0,34.0,50.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,37.3467991812641,42.0,HI,Europe,42065.72,10047.82,35.7189247046958,26.7313660236458,20.285737229362,32.563951027949,28.9030523713536,34.5705538971298,59.8417931413495,36.4953376633465,46.7391791317528,76.9247025417898,49.3301980340887,41.2121101547797,18.0229318521894,31.0934003822405,62.167152424818,50.4965516598994,37.9829384719268,7.53581183286317,23.8305732350772,29.6228497365321,24.9726649240674,25.2941168208007,38.6017674647282,38.3405929836709,32.7632559245117,34.0041899385803,53.6035778501844,24.8648448082909,55.5108994456181,61.8509035693182,44327.2097808276,0.148003026843071,0.578935325145721,0.213158577680588,0.0978469252586365,1.01216721534729,0.239744067192078,256238371778.118,10405134.0,4725479.0,6742277267.34835,2.74149045788606,10.02,12.5222555558252,2024.0,1.0,comprehensive,16.0,medium,28.0,27.0,2.0,19.0,1.0,3.0,1.0,1.0,,14.52%,1/1/18,0.6,Female,0.83%,146%,2016.0,2016.0,-0.25,1/1/24,,,,,7.0,,,0.032428927,0.120460425,,,,,,,0.0,,,2.72797945005125,0.269086187,,,,68.0,252.0,2022.0,,28.50586819,,,,50.02344730617398,28.0,548.1430408,481.7226689,36.88897579431703,2024.0,,,,,,,,,,,,,,,,,,,,,,3.37547993659973,42.1116783220502,86.2697,110.792,394.0,1.48596,,165.113418579102,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
HRV,Europe,HI,1,comprehensive,10,high,14,49.79,72,34.5,52.04,70.64,71.67,29.92,45.04,8.5,30.0,88.34,33.33,,,,,,,,21.8,23.7,1.9,F,84.0,35.0,49.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,37.6794484448472,40.0,HI,Europe,48811.09,3875.33,15.1186895238685,29.7520570652897,24.1100084173949,31.4755832746777,31.8118310085986,44.6346692876829,67.7499146480571,34.0679065456619,39.8151261548857,83.5627637847833,54.0884465393761,41.2685446347862,15.0445196050878,31.405162978519,68.586978076186,46.140143794639,32.0944067537707,14.5191700321871,31.613121122957,31.3347426823604,20.8269435240144,33.5240197703537,39.6532647527131,42.5985304678243,36.5469496197407,37.6035111737744,54.7147637838624,13.6663177505575,38.0291460660424,63.3098478184364,49550.7921506017,0.712653696537018,0.643900275230408,0.36060556769371,0.181928679347038,0.569745063781738,0.59771203994751,92983810328.9088,3866200.0,1742356.0,4535565345.95969,2.97200477643618,5.0,8.28927083536396,2024.0,0.0,strategy_led,12.0,none,16.0,15.0,0.0,14.0,1.0,4.0,1.0,1.0,,7.62%,1/1/18,0.31,Female,0.60%,192%,2016.0,2016.0,0.01,1/1/24,,,,1.0,4.0,,,0.107571067,0.181734433,,,,,,,1.0,,,5.73529794231745,,,,,,,2021.0,2014.0,,,,,2.202352676093653,12.0,179.1092288,55.39679499,,2024.0,,,,,,,,,,,,,,,,,,,,,,4.0916600227356,50.1410891949889,83.6324,117.113,77.0,1.40323,,81.1775207519531,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
HUN,Europe,UM,1,comprehensive,10,high,14,63.17,35,77.0,56.02,82.31,82.61,45.24,54.17,8.98,80.0,84.36,50.0,20.02,72.81,86.49,77.12,80.86,58.35,51.29,27.9,29.8,1.9,PF,65.0,26.0,39.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,39.9943737874299,36.0,HI,Europe,46807.17,9676.14,36.3296193558157,46.3020167896793,32.8799734643931,32.091382620562,33.1033357020915,41.8134811233198,57.1956356879947,37.0682140142217,42.9491123180079,74.2604270221875,51.047374053243,45.3073105542679,35.3523009313213,33.8358201068539,65.9692172799138,52.1830972370155,27.4664645291241,5.0217503745964,55.3617903598538,35.5802575931458,22.4900922543149,47.0618537946295,37.1888267304932,48.1919590778627,34.0549523733938,40.5526279596067,54.2504550753172,34.8613742475418,36.7903270184873,64.0397710434934,48552.4708092529,0.372758895158768,0.318309366703033,0.427084535360336,-0.0004981306265108,0.35952889919281,0.731891810894012,222722738925.641,9562065.0,4965018.0,-62190710104.0316,3.70370370370369,4.5,17.3787600622128,2024.0,0.0,strategy_led,12.0,medium,20.0,17.0,0.0,13.0,1.0,1.0,1.0,1.0,,22.34%,1/1/18,0.47,,0.92%,135%,,,-1.15,1/1/23,,,0.87%,1.0,12.0,,,0.002,0.264105527,,,,,,,3.0,,,9.37219939426178,0.041700609,,,,,,2022.0,,,,,,36.56407878235948,40.0,276.711071,378.4244997,16.84187894450524,2024.0,,,,,,,,,,,,,,,,,,,,,,3.81258988380432,75.3908902777126,93.779,105.054,433.0,1.39473,,56.5924415588379,3,3,1,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
IDN,SE Asia,UM,0,strategy_led,3,low,7,59.87,46,77.0,60.28,61.25,73.77,44.09,58.27,21.15,80.0,86.59,66.67,,,,,,,,11.7,12.7,1.1,PF,58.0,30.0,28.0,2025.0,1,2.0,2022.0,0,none,0,French,0,31.305020749127,55.0,UM,"South East Asia, East Asia, and Oceania",16542.11,283487.93,77.9860287038238,24.1954565432538,9.76193609964156,24.7608623322115,30.3071159421151,14.8492762119229,30.1867512720085,32.0275604190189,25.2197985471063,76.7463842686058,41.2077402998492,38.8888825516023,36.9398594391303,22.3494724799557,57.6980153314264,59.5051938579778,32.6491187514166,13.006169240307,25.5926133058888,19.9380826276998,11.1023008778689,13.8139064246569,34.8980405805735,10.0538968847423,44.3162235098245,23.9832757263713,42.8315375386832,25.4947242408615,19.977920128449,89.6353853470515,16448.2755179559,0.58032637834549,0.301378756761551,-0.153604462742805,-0.48687219619751,0.138982817530632,-0.404375314712524,1396300098190.97,283487931.0,145198137.0,24246911222.5792,2.18151273615189,3.301,8.09206094724751,2024.0,0.0,none,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.61%,1/1/18,1.04,,0.32%,191%,,,-0.07,1/1/19,,,,1.0,19.0,,,0.0485,0.392813428,,,,,,,,,,4.17395921733689,0.000355631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27517088245674,22.18331286866,72.7808,125.238,1397.0,0.28068,,44.8813034886441,2,1,1,0,0,0,0,1,0,0,0,asia,0,1,0,0,0,0,0,0,
IND,Central and Southern Asia,LM,0,light_touch,4,medium,10,66.55,27,96.0,63.31,64.03,79.07,54.85,59.46,48.5,90.0,86.96,83.33,47.14,58.83,76.15,65.56,71.19,35.58,61.15,14.2,15.7,1.4,PF,66.0,33.0,33.0,2025.0,1,2.0,2023.0,0,none,0,English,1,38.1998133830439,38.0,LM,Central and Southern Asia,11111.71,1450935.79,54.3789859111468,28.1027400510157,23.2515896718154,32.1357659472078,33.1549640088743,13.8506587730457,44.5120002061049,39.2011968158744,34.7642285724225,64.0304593349746,39.0274383079649,41.1285231701829,24.5668166544146,35.4891392831555,56.1607531947581,51.4526599354144,39.6251120451024,39.4595466634258,34.6430079374797,38.8425126191033,24.8709149134336,38.2910146345811,53.3656083092953,25.0983955611527,52.2955489840972,26.0412500268107,43.8182407003384,31.410386585695,28.3702989254677,84.2721362799915,11159.9856476091,0.47511014342308,-0.136969581246376,0.188364565372467,-0.366014748811722,0.0944044888019562,-0.635076940059662,3909891533858.08,1450935791.0,608500805.0,27139853378.1402,4.95303550973656,4.173,10.2237396907979,2024.0,1.0,comprehensive,17.0,medium,22.0,35.0,1.0,30.0,1.0,8.0,1.0,1.0,,33.39%,1/1/18,2.51,Female,0.87%,252%,2016.0,2016.0,-0.07,1/1/23,,0.0507977072952313,,74.0,434.0,,,1.160556186,11.29486342,,Human resources,,,,2.0,1.0,2024.0,4.0,43.95814821332,0.031639637,DeepSeek-V3,,,17.0,193.0,2023.0,,,1.0,,,,,,,,,,8.5,59%,,,,,,,,,,,,,,77%,67.70%,,,,4.09865814174589,21.1618460520863,55.9,80.5632,26267.0,0.64558,,34.4184659748952,1,2,0,0,0,0,1,0,0,0,0,other,0,0,0,0,0,0,1,0,
IRL,Europe,HI,1,comprehensive,10,high,14,70.58,17,88.5,64.71,94.57,74.12,56.91,60.25,32.34,90.0,96.92,50.0,40.78,76.69,95.2,89.14,51.33,70.5,58.63,41.7,44.6,2.9,F,97.0,39.0,58.0,2025.0,1,3.0,2018.0,1,eu_member,1,English,1,50.3512250208889,18.0,HI,Europe,127750.16,5255.02,68.5925575031797,55.7099520980545,34.1629407964229,42.268613025437,34.2917393818346,44.9945770661941,54.2214660077835,40.941221083946,48.0853928095747,78.5299419427384,54.8219133642929,55.1265946125265,47.9731101350802,44.7950678323647,82.5544296336259,79.1393523161823,39.9683164742723,21.0544011901546,51.629912415321,47.3215226392924,22.7346799504083,66.435135626595,52.7947523408739,67.5268337437624,37.8763624745281,54.9748783567804,86.2710698117414,47.9854061942191,42.0493062267215,58.2829468515952,133437.470117019,1.59114551544189,1.74936389923096,1.63358354568481,1.5752888917923,1.48345601558685,0.901911556720734,609157459747.205,5395790.0,2857089.0,4818899599.81408,2.11344999577317,4.3,25.9769791902199,2024.0,1.0,regulation_focused,9.0,medium,12.0,14.0,1.0,12.0,0.0,1.0,1.0,1.0,,24.58%,1/1/18,0.62,Female,1.11%,140%,2016.0,2016.0,2.17,1/1/23,,0.0039276577805591,,9.0,89.0,,,0.145372655,1.774355019,,,,,,2.0,0.0,,,49.5960674451678,0.037681815,,,,145.0,659.0,2019.0,,,,,,29.42336225137,6.0,1418.169958,561.6490527,26.08104154760456,2024.0,,,,,,,,,,,,,,,,,,,,,,2.904629945755,143.984601661031,96.4974,110.798,75.0,0.96264,,76.6049499511719,3,3,2,0,0,1,1,0,0,0,0,europe,0,0,1,0,0,0,0,0,
ISL,Europe-Other,HI,0,light_touch,2,low,4,60.49,44,77.0,58.43,65.27,66.61,43.0,76.53,7.91,80.0,72.69,63.33,,,,,,,,,,,F,94.0,38.0,56.0,2025.0,1,3.0,2018.0,1,eea_member,1,Scandinavian,0,47.0172011061986,24.0,HI,Europe,78808.04,393.4,63.0688527329439,52.4205900346645,43.5474645090992,45.5915870233897,34.5709570748635,40.0407206549017,68.3720930223637,64.9768082523097,47.512153867215,89.5380695600789,64.8518661557634,59.1584302230939,46.8129083048503,37.9291007363802,88.405708993942,78.6333381165706,30.996045151362,71.4566796015906,40.797829400607,30.2666144493707,46.9498457129399,18.7358123498351,25.114185285337,69.6510323985363,52.3742029412557,76.8267932817358,84.4254526228258,39.934271204378,34.2300973749032,51.0949721473131,84256.8454573112,1.55512094497681,1.28444385528564,1.72111761569977,1.55130612850189,1.44590175151825,1.21440374851227,33255181468.9382,386506.0,238873.0,2699492845.30796,5.85683849970066,3.6,38.0792033549769,2024.0,0.0,strategy_led,4.0,medium,14.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.08,,0.47%,173%,,,0.51,1/1/24,,0.0315521841704915,,2.0,9.0,,,0.019234692,0.896085457,,,,,,,0.0,,0.0,7.03788590161895,,,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28923988342285,42.4519862872913,99.8301,123.382,34.0,2.6004,,76.5200729370117,1,1,2,0,1,0,0,0,0,1,0,europe,0,0,1,0,0,0,0,0,
