iso3,region,income_group,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_high_tech_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.1,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.2.24,stanford_fig_4.2.25,stanford_fig_4.2.7,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.15,stanford_fig_4.3.16,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.4.12,stanford_fig_4.4.2,stanford_fig_4.4.5,stanford_fig_4.4.6,stanford_fig_1.1.11,stanford_fig_1.3.3,stanford_fig_6.2.1,stanford_fig_6.2.20,stanford_fig_6.2.8,wb_ict_service_exports_pct,stanford_fig_1.2.4,stanford_fig_1.3.12,stanford_fig_1.3.25,stanford_fig_1.4.6,stanford_fig_6.2.15,stanford_fig_6.2.16,oecd_year_enacted,stanford_fig_4.2.2,stanford_fig_1.2.5,stanford_fig_6.2.17,stanford_fig_6.2.3,stanford_fig_6.2.4,stanford_fig_6.3.1,stanford_fig_6.3.2,stanford_fig_6.3.3,stanford_fig_6.3.4,stanford_fig_6.3.5,iapp_year_enacted,stanford_fig_6.3.8,stanford_fig_4.5.4,stanford_fig_4.5.7,stanford_fig_1.3.1,oxford_dimension_policy_commitment,oxford_dimension_enabling_technical_infrastructure,oxford_dimension_governance_principles,wipo_income_group,wipo_research_and_development,wipo_information_and_communication_technologies,wipo_trade_diversification,oecd_has_ai_law_2024,oecd_regulatory_approach_2024,oecd_regulatory_intensity_2024,oecd_enforcement_level_2024,oecd_thematic_coverage_2024,stanford_fig_4.4.4,stanford_fig_4.4.7,stanford_fig_4.5.5,wipo_information_and_communication_technology_ict,wb_year,wb_education_expenditure_pct_gdp,wb_exports_pct_gdp,wb_internet_penetration,wb_mobile_subscriptions_per100,wb_patent_applications_residents,wb_rd_expenditure,wb_rd_expenditure_pct_gdp,wb_tertiary_education,iapp_approach_ordinal,iapp_enforcement_ordinal,income_ordinal,gdpr_eu_adequacy,gdpr_eu_eea_member,gdpr_eu_eu_member,legal_English,legal_French,legal_German,legal_Scandinavian,legal_Socialist,region_simplified,region_africa,region_asia,region_europe,region_latam,region_mena,region_north_america,region_other,region_south_asia,fh_status_ordinal
SAU,MENA,HI,0,strategy_led,4,medium,7,71.57,15,92.0,62.93,93.21,88.62,54.48,57.39,25.94,80.0,91.25,66.67,,,,,,,,23.7,26.2,2.5,NF,8.0,1.0,7.0,2025.0,1,2.0,2021.0,1,none,1,French,0,36.0448190047954,46.0,HI,Northern Africa and Western Asia,63117.95,33962.76,78.8380012824497,23.696995006064,7.90716282703358,24.4392629827295,49.4380710868029,6.25618986080418,57.3832091318126,46.9706878669161,43.4445632510264,85.0378243648321,46.0882340308508,45.3556459499998,37.4176102505222,22.5128106833564,63.2719237205899,64.8702523992604,33.4940985258193,37.1540566032644,15.9657667817452,20.5863583839834,22.0542541938782,17.6107526193374,22.0940683387346,17.7076079859246,48.6781850627972,22.8616920522456,52.5008321947417,33.1632479544946,39.7872326667718,59.4424274983245,71375.3727890285,0.796441078186035,0.517070889472961,0.414570838212967,0.536042988300323,-1.41669249534607,-0.213224530220032,1239804533333.33,35300280.0,17534019.0,21337562069.6656,1.68792112375809,3.518,0.644531120548462,2024.0,1.0,regulation_focused,27.0,high,24.0,41.0,13.0,25.0,0.0,33.0,1.0,1.0,,28.71%,1/1/18,0.65,Female,0.37%,160%,2016.0,2016.0,1.61,1/1/19,,,,3.0,13.0,,,0.025999147,0.155166756,,,,,,2.0,0.0,,,6.44444701607436,0.006012453,,,,,,2021.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.11466979980469,29.1092122693749,100.0,157.775,1398.0,0.56486,,83.884129573915,2,2,2,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
SGP,"South East Asia, East Asia, and Oceania",HI,0,strategy_led,6,medium,12,76.42,7,85.0,74.46,78.3,92.5,64.15,76.42,41.99,100.0,91.08,100.0,44.31,85.17,95.01,81.6,93.92,52.85,69.59,,,,,,,,,1,,,1,none,1,English,1,59.94,5.0,,,148185.78,,100.0,68.65,48.58,47.45,47.44,18.69,59.57,55.3,65.03,,56.74,70.92,63.51,51.44,,99.14,37.04,88.62,71.37,55.44,39.89,57.53,68.9,,65.02,67.11,97.43,,74.95,,150689.3,2.32,2.31,1.75,2.04,,1.42,,6036860.0,,,,2.74,,,,,,,,55.0,2.0,50.0,0.0,19.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,75.0,86.39,75.0,HI,60.57,96.23,59.02,1.0,regulation_focused,31.0,medium,20.0,,,,,,2.19,178.78,94.38,173.2,2024.0,,2.16,,2,2,2,0,0,0,1,0,0,0,0,asia,0,1,0,0,0,0,0,0,
SRB,Europe-Other,UM,0,strategy_led,2,low,3,60.96,40,100.0,52.75,78.64,83.92,35.78,44.42,7.91,100.0,87.85,33.33,,,,,,,,19.7,21.5,1.8,PF,57.0,23.0,34.0,2025.0,1,2.0,2018.0,1,none,1,Socialist,0,31.7434550377633,54.0,UM,Europe,29038.9,6736.22,43.2395926150568,27.2265561755483,24.8370600590868,17.9262186899971,22.0686413349984,43.8821490666625,54.6434928345842,28.2496632124757,35.4214260364221,84.8914813434757,52.3410978742046,40.7383185998877,22.0707308549942,23.7703982749907,53.1822534025487,46.4779636050017,5.74888222473673,,29.0429812629191,29.6145778599843,23.917672978699,40.4139464020149,24.5121141992389,30.5659564087316,42.2245493082617,35.3700502514281,43.0120447973995,11.2477284775426,40.3730567971396,62.3804572815251,,,,,,,,,,,,,,,2024.0,0.0,strategy_led,15.0,medium,4.0,17.0,0.0,14.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,0.010291385,,,,,,,0.0,,,20.5235923208909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
SVK,Europe,HI,1,comprehensive,10,high,14,48.55,73,19.0,55.8,72.5,62.12,31.39,46.62,7.91,10.0,84.24,33.33,,,,,,,,22.1,23.8,1.7,F,85.0,35.0,50.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,35.5078995905856,47.0,HI,Europe,45632.21,5506.76,16.9747675696076,32.5237596211826,41.9209143910726,27.7706177350349,35.5645068067379,42.2950051887129,54.4902847728606,31.2460882185989,34.6449084024406,70.2915176267327,47.9442036780149,39.0379678357003,20.2856067520899,29.5847399371933,63.6023441707029,47.8355390557875,15.9615880912342,4.65127121235811,28.5313989170767,31.3988621393517,22.4092833896368,34.5343085163219,37.2529945120964,48.7542731943811,32.2414284210758,37.2383803665985,62.9295054270521,14.8618615521093,34.582578882352,56.5085072441315,,,,,,,,,,,,,,9.91238882702626,2024.0,1.0,light_touch,6.0,low,6.0,7.0,1.0,6.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,5.0,,,0.005417118,0.095848471,,,,,,,,,,13.6414213268892,,,,,,,2002.0,,,,,,13.47630155858669,19.0,408.1798631,248.3367338,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
SVN,Europe,HI,1,comprehensive,10,high,14,62.71,36,84.0,57.98,72.5,76.44,45.52,60.99,12.96,60.0,96.6,50.0,,,,,,,,24.6,26.5,2.0,F,95.0,39.0,56.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,40.1045760929647,35.0,HI,Europe,55683.97,2118.7,35.7258046212927,41.6381176388817,31.8252404835045,31.6986454196868,31.7409807897257,39.2775180846656,62.6676549514562,34.3692438741672,49.3441513187386,86.0154657628252,53.220742573886,47.2875951256491,30.1541068786722,33.047913931432,74.9519891488068,58.862671503221,24.1398216696254,5.78847404256096,34.8818196494274,34.3971824431771,39.1995494170526,38.7000884564603,25.2919094560185,59.8784263885454,33.3722925935183,46.689697855992,65.9102207395636,37.4281207287902,47.9366782759693,62.5874229482682,57186.3713538174,1.03929400444031,0.731421768665314,1.03880786895752,0.776647090911865,1.07909941673279,0.818632841110229,72972015197.3859,2127400.0,1051473.0,1867182324.38168,1.96562656432512,3.7,7.35392450360767,2024.0,1.0,strategy_led,20.0,medium,16.0,36.0,1.0,31.0,1.0,4.0,1.0,1.0,,28.21%,1/1/18,0.23,,0.72%,122%,,,0.36,1/1/19,,,,1.0,3.0,,,0.001518603,0.025633238,,,,,,,3.0,,,7.27911941458537,0.047159556,,,,6.0,21.0,2022.0,,,1.0,,,6.947802739806721,9.0,330.3667684,328.8292879,,2024.0,,,,,,,,,,,,,,,,,,,,,,5.28065013885498,80.9173894920357,90.7636,129.228,222.0,2.09525,,80.0806884765625,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
SWE,Europe,HI,1,comprehensive,10,high,14,69.45,23,89.04,67.49,81.52,73.81,57.03,61.17,34.06,72.61,97.09,33.33,47.24,52.6,89.29,88.05,50.54,89.01,74.5,31.2,33.3,2.2,F,100.0,40.0,60.0,2025.0,1,3.0,2018.0,1,eu_member,1,Scandinavian,0,62.5781910502956,2.0,HI,Europe,71730.79,10607.0,55.3326212613227,74.0813916200421,49.9328621676268,57.7754264147115,58.9104362183331,50.6268357090438,68.3065495092949,63.2385768290412,62.706144009795,87.811750879151,67.2257211390787,68.3355104267272,68.9566590747437,60.7132203971166,84.5324008968686,76.3400825878381,55.3980103966395,57.7434977279211,72.8447803542404,63.6510143795217,74.5753184751655,57.5265838141559,58.8511408492437,80.4427354311422,61.3242127768822,70.3728226979403,89.1552256053231,74.2283638913044,45.5835186287858,67.3187043843923,71844.9129880579,1.60138332843781,1.71801710128784,1.60402345657349,2.0282461643219,1.57483160495758,0.758365273475647,603715224265.798,10569709.0,5680083.0,27034877940.548,2.83581658224034,8.4,14.5057835745267,2024.0,0.0,light_touch,9.0,medium,21.0,16.0,0.0,13.0,0.0,2.0,1.0,1.0,2014.0,19.12%,1/1/18,0.71,Female,0.90%,68%,2016.0,2016.0,0.41,1/1/23,,0.135635115355309,,16.0,112.0,,,4.335660898,7.267975111,,,,,,1.0,0.0,,,22.3549750668248,0.740274501,,,,28.0,127.0,2024.0,,34.53457889,,,,26.34568693176657,18.0,538.241245,253.8983192,4.771155814531438,2024.0,,,,,,,,,,,,,,,,,,,,,,7.31909990310669,54.3095809724471,95.5293,140.266,1771.0,3.40822,,81.3998184204102,3,3,2,0,0,1,0,0,0,1,0,europe,0,0,1,0,0,0,0,0,
SYC,Sub-Saharan Africa,HI,0,none,0,none,0,27.24,140,8.0,43.75,39.66,26.98,11.77,25.67,2.08,20.0,53.1,11.0,,,,,,,,,,,F,79.0,34.0,45.0,2025.0,1,2.0,2023.0,1,none,0,French,0,27.1626135583414,75.0,HI,Sub-Saharan Africa,41077.69,130.42,64.3898640056455,25.6729776597834,0.512154399441832,25.3315076875124,6.80415839926681,6.45839230263793,49.6809910022262,38.5755026091178,23.8761806896134,,37.0588263536191,37.7465788519137,32.5523874814064,16.5786482647692,68.5395513164813,63.3704799145034,4.66854458852517,65.2702323162245,19.4906903775634,7.82578884202599,15.8301512813844,4.01044799820343,3.63676724649018,24.9758551203805,38.7544296420492,91.4767871735572,57.1820244213832,1.03154734494301,20.916003721671,44.1888982106561,,,,,,,,,,,,,,2.19832034015177,,,,,,,,,,,,,,,,,,,,,,,,,,0.062842524488946,,,1.0,,,,0.002273567,,,,,,,0.0,,,0.832602733045263,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1425841491016,,,,,,,,,,0,0,2,0,0,0,0,1,0,0,0,africa,1,0,0,0,0,0,0,0,
THA,SE Asia,UM,0,strategy_led,3,low,6,63.22,34,88.0,56.38,70.44,85.86,52.58,37.35,21.34,70.0,94.03,33.33,,,,,,,,9.1,10.7,1.6,PF,36.0,13.0,23.0,2025.0,1,2.0,2019.0,1,none,1,German,0,36.6722982832117,45.0,UM,"South East Asia, East Asia, and Oceania",25211.77,71668.01,33.4728953327979,35.3525707875337,35.8073163692866,34.853987222052,54.0183607295872,16.8311650307789,39.3037364037371,37.3662938859231,30.7094443446712,83.1986836642611,45.7987141936544,41.4568233727007,24.7323794084671,32.3173218078606,54.9999442150258,44.8137688862987,39.6036591734037,30.0259881989021,42.3603057175975,29.7806563936691,23.6020858887244,32.5220241497118,33.2178591425712,38.9650272365363,50.6096186513456,24.4013141721139,45.9684671110724,17.1665915804944,35.6580050497821,67.7845070255474,24712.0658575135,0.171705812215805,0.158257782459259,0.244872748851776,-0.489050775766373,-0.450371354818344,-0.280302882194519,526517658841.684,71668011.0,41014040.0,14302158846.415,1.36580540798037,0.781,24.1456146250576,2024.0,0.0,strategy_led,7.0,medium,22.0,9.0,0.0,6.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,0.0295883552802121,,1.0,7.0,,,0.002147771,0.14806777,,,,,,,,,,0.72175531535266,0.001394653,,,,,,,,,,,,,,,,,,,3.6,9%,,,,,,,,,,,,,,,,,,,2.52122219628772,70.0497307410759,90.8672,168.643,867.0,1.15902,,44.9845744019321,2,1,1,0,0,0,0,0,1,0,0,asia,0,1,0,0,0,0,0,0,
TUN,MENA,LM,0,strategy_led,2,low,3,42.23,88,19.5,43.61,59.0,51.19,36.68,36.76,4.83,30.0,52.38,33.33,,,,,,,,12.3,12.7,0.4,PF,49.0,21.0,28.0,2025.0,1,2.0,2004.0,1,none,1,French,0,26.9867919028168,76.0,LM,Northern Africa and Western Asia,14338.49,12277.11,19.5948170659614,16.8226630813444,6.78993414209325,22.4146502798466,22.7508488248477,13.6513750442288,62.1196407835546,3.19862642156112,36.7714799380222,64.2821785080152,27.0440599912684,27.8976098911523,12.8793053777898,22.8098901216436,40.0814968269114,31.9498403170472,30.5877341274364,5.27771522081463,15.7249591065746,23.2051299634406,24.9274649781754,21.3572820064255,23.330642905721,21.8637247596688,26.9000061280793,21.6931987224202,36.1732070582688,7.24301272867764,40.9517863018344,52.6714543385756,14521.0080937638,-0.300515085458755,-0.6191326379776,-0.138983190059662,-0.341899782419205,-0.21289698779583,-0.630951106548309,51332285656.5422,12277109.0,4241942.0,759601641.198674,7.20661657168794,15.341,6.88585735055521,2024.0,1.0,regulation_focused,7.0,low,13.0,7.0,1.0,6.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0238277905353918,,1.0,2.0,,,0.013,0.021,,,,,,,,,,3.44627861706007,,,,,,,2004.0,,,,,,0.372782593074638,1.0,372.7825931,3.039910582,,,,,,,,,,,,,,,,,,,,,,,,6.73398856321206,50.0016900287054,72.3542,134.136,180.0,0.74658,,38.1219482421875,2,1,0,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
TUR,MENA,UM,0,strategy_led,3,low,5,58.91,53,77.0,52.76,68.18,77.59,45.7,47.27,13.29,80.0,98.06,50.0,,,,,,,,13.4,14.6,1.2,NF,33.0,15.0,18.0,2025.0,1,2.0,2016.0,1,none,1,French,0,37.2017171076035,43.0,UM,Northern Africa and Western Asia,40283.31,87473.81,26.453795363765,31.1190604319765,15.3692574800461,48.2611835479649,36.6776281837153,23.7421502031612,50.698679058859,41.3692895185994,39.9704844988833,85.5776149153591,50.2296848790399,39.5995799932905,20.9197841583006,38.4085112836487,40.3923082864948,33.3000571136086,74.0448553149466,10.7087659437626,33.5017004764483,28.5558390193324,29.5420314972263,16.4642655248825,39.6612200358884,38.9356966611806,43.378613042944,29.5857660819202,33.0540676905661,31.8316465134087,37.3811279243824,82.749445001354,45639.0192735944,-0.247911587357521,-0.229510217905045,-0.511972904205322,-0.50248908996582,-0.860576987266541,-1.01108038425446,1359123768774.12,85518661.0,36409307.0,11698000000.0,58.5064507300343,8.8,3.02817669225913,2024.0,1.0,strategy_led,19.0,medium,21.0,34.0,1.0,29.0,1.0,5.0,1.0,1.0,,20.36%,1/1/18,0.94,Female,0.36%,198%,2016.0,2016.0,,1/1/19,1.70%,0.028148214094007,0.87%,5.0,25.0,0.891634742,2018.0,0.51305661,0.867281275,Little or no change,Advanced industries ,11%,,,,0.0,2024.0,,2.04004744296379,0.004687905,10/11/21,2021-10-11,10/11/21,,,2016.0,,,,,,5.627115659474512,2.0,2813.55783,6.608555933,,,,4.4,15%,,,,,,,,,,,,,,,,,,,3.09572005271912,27.5682232095509,87.3079,105.684,8234.0,1.32343,,127.577972412109,2,1,1,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
TWN,East Asia,HI,0,strategy_led,5,medium,9,64.81,31,79.15,57.03,68.98,69.45,57.45,75.07,22.2,60.0,61.74,94.39,38.76,76.45,79.75,81.53,77.15,55.76,63.38,26.4,28.4,2.0,F,94.0,38.0,56.0,2025.0,1,2.0,2023.0,1,none,1,German,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42.0,,,0.066512313,0.971927833,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.4,-43%,,,,,,,,,,,,,,75%,72.90%,,,,,,,,,,,,2,2,2,0,0,0,0,0,1,0,0,asia,0,1,0,0,0,0,0,0,
UGA,Sub-Saharan Africa,LM,0,light_touch,1,none,1,35.76,113,12.0,33.92,45.75,70.84,20.91,33.65,4.83,30.0,81.67,33.33,,,,,,,,6.4,6.8,0.4,NF,35.0,13.0,22.0,2025.0,1,2.0,2019.0,1,none,1,English,1,17.0672701323701,124.0,LI,Sub-Saharan Africa,3641.79,50015.09,56.8032196480279,12.6933504458456,0.907027886175216,6.93280504143356,2.80212981541135,19.7187738271971,39.4934125308652,22.2182599080281,13.4706626755519,28.7106142107736,23.5492159819996,20.825173843094,17.6471798899582,9.06386979004115,35.6988343983772,41.134266417715,4.82010436371221,8.59375911001025,16.0575351399922,11.1949345386487,8.54167033499293,8.82066144719199,16.2224718337613,4.37533630758622,13.2783736943582,17.1839835521346,30.9007452067397,0.586909098963436,0.331666396826965,28.439232157653,,,,,,,,,,,,,,3.1241230157024,2024.0,0.0,light_touch,3.0,medium,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,,19.67%,1/1/18,0.62,Female,0.61%,237%,2016.0,2016.0,0.42,1/1/19,,,,5.0,27.0,,,0.071261713,0.793556783,,,,,,,0.0,,,1.33744559825475,0.141801411,,,,3.0,41.0,,,,20.0,5.0,20.0,11.60587060625429,15.0,601.2850239,111.4179526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,africa,1,0,0,0,0,0,0,0,
UKR,Europe-Other,LM,0,strategy_led,2,low,3,60.84,41,73.5,52.4,83.0,80.24,40.34,58.21,10.99,90.0,99.63,59.67,,,,,,,,9.1,9.0,-0.1,PF,48.0,19.0,29.0,2025.0,1,2.0,2010.0,1,none,1,Socialist,0,29.6910120248977,66.0,UM,Europe,19603.12,37860.22,38.1536017811775,31.7875719690263,6.58954423040816,23.6599143201939,13.7963505289508,17.276605706744,58.8624063513708,13.7735853334435,34.3445458654636,75.5894651853953,35.5465520751943,31.6342954352562,23.7330825043062,27.3617950091184,28.8437554173772,30.7679246629655,25.8237820197239,2.63030032370057,25.7863622719544,31.0636756980428,32.8377036523765,32.5262395016724,27.8270839400796,45.8432711308184,25.7248826036315,36.4025490109198,25.3064167903418,6.963076790723,37.2081544542971,60.7479969582431,,,,,,,,,,,,,,5.48014872729842,2024.0,1.0,regulation_focused,3.0,low,6.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,4.0,,,,0.015,,,,,,,0.0,,,24.7981677640996,,,,,2.0,5.0,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
URY,LATAM,HI,0,strategy_led,3,low,5,58.47,55,61.5,56.52,84.5,83.22,31.19,52.35,7.19,60.0,88.58,50.0,,,,,,,,20.9,22.5,1.6,F,97.0,40.0,57.0,2025.0,1,3.0,2008.0,1,adequacy,1,French,0,28.837903949844,68.0,HI,Latin America and the Caribbean,34440.2,3386.59,64.3187584843012,25.6110249353253,18.6167244174763,20.3337069899384,16.2700039607575,39.2811571002654,42.5278078966296,24.3169962821564,26.2442341454533,75.9107039614926,46.5029524479715,37.8462869999492,20.8361045537598,20.4154913128278,74.7574447215817,67.4306941791209,14.1663232167239,10.1653981591506,26.3179708614162,20.4972756357171,12.3464417693092,28.6358937970316,20.5094913408107,29.6789993907999,23.4425292918752,34.3854571088296,63.2158793314798,7.75680256382749,28.4480919759027,43.8921857557176,36417.874162496,0.850249707698822,0.675111055374146,0.717662572860718,1.57394731044769,1.28379380702972,0.964887142181396,80961511073.5797,3386588.0,1799101.0,-3936668278.41077,4.84914366613156,8.209,8.29802507186468,2024.0,0.0,strategy_led,5.0,none,17.0,6.0,0.0,5.0,1.0,1.0,1.0,1.0,,13.22%,1/1/18,0.26,Female,0.29%,171%,2016.0,2016.0,-0.05,1/1/23,,,,,2.0,,,,0.01975,,,,,,,0.0,2024.0,,19.0124371776539,,,,,17.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81125020980835,28.7607719167193,91.9911,141.719,23.0,0.62592,,79.9536903496537,2,1,2,1,0,0,0,1,0,0,0,latam,0,0,0,1,0,0,0,0,
USA,North America,HI,0,strategy_led,6,medium,13,88.36,1,92.5,91.77,82.5,92.87,88.16,78.28,90.92,100.0,97.84,100.0,100.0,74.56,94.77,90.0,87.9,56.55,85.96,26.3,28.3,2.1,F,83.0,33.0,50.0,2025.0,0,1.0,1996.0,0,none,1,,1,61.6892112586677,3.0,HI,Northern America,86601.28,345426.57,65.0254400509337,70.5923065909842,49.0875647465949,54.9218859863177,78.7318663757807,13.7180425682895,59.5332848749045,49.9024254940762,56.6765087653998,93.3180258157821,52.3128312927159,67.1971428609901,77.1116711681279,57.5615310260956,78.3930048086383,74.8770833224467,52.3367067029826,69.8997079385009,52.8235717014095,60.2011760658735,56.866458336689,46.59164912887,77.1454207320615,81.8416769034151,81.526984333404,65.9265657927107,81.2128051077682,77.2780358307412,33.2182055905537,95.9493786859303,85809.9003846359,1.21720099449158,1.39373278617859,1.3276778459549,1.12343263626099,0.877519071102142,0.029424749314785,28750956130731.2,340110988.0,174221396.0,297058000000.0,2.94952520485207,4.022,18.6853939276571,2024.0,1.0,regulation_focused,30.0,high,2.0,55.0,11.0,35.0,0.0,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72149072800021,,,,,,,1999.0,,,,,,,,,,,,,,,,87.5,89.61,75.0,,,,,,,,,,,,,,2019.0,5.42038011550903,11.1074566893674,93.1444,112.411,262244.0,3.58623,,79.361930847168,2,2,2,0,0,0,0,0,0,0,0,north_america,0,0,0,0,0,1,0,0,
VNM,SE Asia,LM,0,strategy_led,4,low,6,59.98,45,53.5,57.41,88.05,73.21,47.03,43.28,10.66,40.0,84.2,33.33,,,,,,,,21.2,23.5,2.3,NF,19.0,3.0,16.0,2025.0,1,2.0,2023.0,0,none,0,Socialist,0,37.0799641407315,44.0,LM,"South East Asia, East Asia, and Oceania",16193.27,100987.68,57.260130620312,31.3823101134691,35.8214617608397,38.1800821899485,31.6636200348759,22.9576594056807,45.2719428901256,41.1470893876393,29.3233125690671,70.5738728361774,44.8928738764992,39.0182116314249,32.1790109065797,33.3444587779872,59.2830560570262,50.4868319471846,42.5931369386424,14.4092616849623,35.5558581705824,28.508835366026,9.72999255454051,32.4768040597143,43.3197094838231,26.4120612632452,39.0057296509047,31.7125931216696,34.9173091642158,19.1973448922076,23.500649924868,70.9443072328761,16385.5065565458,0.126466900110245,-0.382607728242874,-0.0854718759655952,-0.415814280509949,-1.24185371398926,-0.0363807342946529,476388230307.175,100987686.0,56703936.0,20170000000.0,3.62109273885843,1.602,40.4334300320093,2024.0,0.0,strategy_led,4.0,none,15.0,5.0,0.0,4.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,2.0,15.0,,,0.0085,0.3139,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88738689372749,90.1542210476659,84.15,130.991,1066.0,0.42494,,37.5923642016718,2,1,0,0,0,0,0,0,0,0,1,asia,0,1,0,0,0,0,0,0,
