iso3,country_name_canonical,variable_matriz,bloque_tematico,value,q1,q3,iqr,lower_fence,upper_fence,direction,iqr_k
THA,Thailand,oxford_ind_supercomputers_log,ecosystem_outcome,13.624257,0.0,0.0,0.0,0.0,0.0,above,3.0
TWN,Taiwan,oxford_ind_supercomputers_log,ecosystem_outcome,35.218192,0.0,0.0,0.0,0.0,0.0,above,3.0
USA,United States,oxford_ind_supercomputers_log,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CAN,Canada,oxford_ind_vc_availability,ecosystem_outcome,100.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
CHE,Switzerland,oxford_ind_vc_availability,ecosystem_outcome,72.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
EST,Estonia,oxford_ind_vc_availability,ecosystem_outcome,100.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
GBR,United Kingdom,oxford_ind_vc_availability,ecosystem_outcome,77.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
ISL,Iceland,oxford_ind_vc_availability,ecosystem_outcome,100.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
ISR,Israel,oxford_ind_vc_availability,ecosystem_outcome,100.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
SGP,Singapore,oxford_ind_vc_availability,ecosystem_outcome,100.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
USA,United States,oxford_ind_vc_availability,ecosystem_outcome,87.0,5.285714,21.0,15.714286,-41.857143,68.142857,above,3.0
USA,United States,oxford_maturity,ecosystem_outcome,83.796707,11.933563,29.559043,17.62548,-40.942878,82.435483,above,3.0
USA,United States,oxford_size,ecosystem_outcome,87.03541,11.271387,29.024425,17.753038,-41.987727,82.283539,above,3.0
CHN,China,stanford_fig_3_4_4_fig_3_4_4_number_of_rai_submissions,regulatory_treatment,812.0,59.75,109.75,50.0,-90.25,259.75,above,3.0
USA,United States,stanford_fig_3_4_4_fig_3_4_4_number_of_rai_submissions,regulatory_treatment,394.0,59.75,109.75,50.0,-90.25,259.75,above,3.0
AUS,Australia,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,287.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
CAN,Canada,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,383.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
CHE,Switzerland,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,224.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
CHN,China,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,2015.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
DEU,Germany,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,483.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
FRA,France,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,210.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
GBR,United Kingdom,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,646.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
HKG,Hong Kong,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,247.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
IND,India,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,194.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
JPN,Japan,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,181.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
KOR,South Korea,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,194.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
SGP,Singapore,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,321.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
USA,United States,stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,regulatory_treatment,3865.0,2.0,40.0,38.0,-112.0,154.0,above,3.0
CAN,Canada,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
DEU,Germany,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
FRA,France,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
GBR,United Kingdom,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
ITA,Italy,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
JPN,Japan,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
USA,United States,stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,regulatory_treatment,1.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CAN,Canada,stanford_fig_3_7_2_fig_3_7_2_gender_equality,regulatory_treatment,95.99,0.0,23.15,23.15,-69.45,92.6,above,3.0
DEU,Germany,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,ecosystem_outcome,24.0,1.0,5.0,4.0,-11.0,17.0,above,3.0
GBR,United Kingdom,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,ecosystem_outcome,27.0,1.0,5.0,4.0,-11.0,17.0,above,3.0
USA,United States,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,ecosystem_outcome,62.0,1.0,5.0,4.0,-11.0,17.0,above,3.0
FJI,Fiji,wb_control_of_corruption_se,institutional_control,0.300385,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
FSM,Micronesia (Federated States of),wb_control_of_corruption_se,institutional_control,0.356603,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
KIR,Kiribati,wb_control_of_corruption_se,institutional_control,0.356603,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
MCO,Monaco,wb_control_of_corruption_se,institutional_control,0.435253,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
MDV,Maldives,wb_control_of_corruption_se,institutional_control,0.300385,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
MHL,Marshall Islands (the),wb_control_of_corruption_se,institutional_control,0.36071,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
NRU,Nauru,wb_control_of_corruption_se,institutional_control,0.429015,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
PLW,Palau,wb_control_of_corruption_se,institutional_control,0.429015,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
SMR,San Marino,wb_control_of_corruption_se,institutional_control,0.435253,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
TON,Tonga,wb_control_of_corruption_se,institutional_control,0.315982,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
TUV,Tuvalu,wb_control_of_corruption_se,institutional_control,0.36071,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
WSM,Samoa,wb_control_of_corruption_se,institutional_control,0.343477,0.160738,0.192637,0.031899,0.06504,0.288334,above,3.0
KIR,Kiribati,wb_education_expenditure_pct_gdp,socioeconomic_control,16.39053,3.100381,5.311126,2.210746,-3.531856,11.943363,above,3.0
TUV,Tuvalu,wb_education_expenditure_pct_gdp,socioeconomic_control,12.84569,3.100381,5.311126,2.210746,-3.531856,11.943363,above,3.0
BHR,Bahrain,wb_electric_consumption_kwh_pc,tech_infrastructure_control,23120.25105,823.183464,5244.978822,4421.795358,-12442.202609,18510.364895,above,3.0
ISL,Iceland,wb_electric_consumption_kwh_pc,tech_infrastructure_control,48997.945698,823.183464,5244.978822,4421.795358,-12442.202609,18510.364895,above,3.0
NOR,Norway,wb_electric_consumption_kwh_pc,tech_infrastructure_control,23673.078825,823.183464,5244.978822,4421.795358,-12442.202609,18510.364895,above,3.0
QAT,Qatar,wb_electric_consumption_kwh_pc,tech_infrastructure_control,19963.238395,823.183464,5244.978822,4421.795358,-12442.202609,18510.364895,above,3.0
HKG,Hong Kong,wb_exports_pct_gdp,socioeconomic_control,181.791342,22.715695,54.413127,31.697432,-72.376602,149.505424,above,3.0
LUX,Luxembourg,wb_exports_pct_gdp,socioeconomic_control,191.53297,22.715695,54.413127,31.697432,-72.376602,149.505424,above,3.0
SGP,Singapore,wb_exports_pct_gdp,socioeconomic_control,178.776287,22.715695,54.413127,31.697432,-72.376602,149.505424,above,3.0
SMR,San Marino,wb_exports_pct_gdp,socioeconomic_control,185.992794,22.715695,54.413127,31.697432,-72.376602,149.505424,above,3.0
ARE,United Arab Emirates,wb_fdi_net_inflows,socioeconomic_control,45636487406.3989,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
AUS,Australia,wb_fdi_net_inflows,socioeconomic_control,53393088476.4107,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
BRA,Brazil,wb_fdi_net_inflows,socioeconomic_control,74090786050.19,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
CAN,Canada,wb_fdi_net_inflows,socioeconomic_control,63052828220.4018,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
CHN,China,wb_fdi_net_inflows,socioeconomic_control,18556141172.84,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
DEU,Germany,wb_fdi_net_inflows,socioeconomic_control,47599143488.7827,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
DNK,Denmark,wb_fdi_net_inflows,socioeconomic_control,18240080341.0515,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
EGY,Egypt,wb_fdi_net_inflows,socioeconomic_control,46578000000.0,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
ESP,Spain,wb_fdi_net_inflows,socioeconomic_control,42778827261.0579,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
FRA,France,wb_fdi_net_inflows,socioeconomic_control,52052548617.7634,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
HKG,Hong Kong,wb_fdi_net_inflows,socioeconomic_control,125820976919.852,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
IDN,Indonesia,wb_fdi_net_inflows,socioeconomic_control,24275445280.2272,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
IND,India,wb_fdi_net_inflows,socioeconomic_control,27139853378.1402,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
ITA,Italy,wb_fdi_net_inflows,socioeconomic_control,26903748175.4513,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
LUX,Luxembourg,wb_fdi_net_inflows,socioeconomic_control,105986643430.0,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
MEX,Mexico,wb_fdi_net_inflows,socioeconomic_control,45474733959.0,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
MLT,Malta,wb_fdi_net_inflows,socioeconomic_control,42586013467.362,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
POL,Poland,wb_fdi_net_inflows,socioeconomic_control,20606000000.0,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
SAU,Saudi Arabia,wb_fdi_net_inflows,socioeconomic_control,21337562069.6656,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
SGP,Singapore,wb_fdi_net_inflows,socioeconomic_control,135077157183.126,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
SWE,Sweden,wb_fdi_net_inflows,socioeconomic_control,27034877940.548,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
USA,United States,wb_fdi_net_inflows,socioeconomic_control,297058000000.0,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
VNM,Vietnam,wb_fdi_net_inflows,socioeconomic_control,20170000000.0,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,above,3.0
BEL,Belgium,wb_fdi_net_inflows,socioeconomic_control,-41357732773.2876,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,below,3.0
CHE,Switzerland,wb_fdi_net_inflows,socioeconomic_control,-108395568633.839,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,below,3.0
CYP,Cyprus,wb_fdi_net_inflows,socioeconomic_control,-50364142878.0379,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,below,3.0
HUN,Hungary,wb_fdi_net_inflows,socioeconomic_control,-62190710104.0316,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,below,3.0
LIE,Liechtenstein,wb_fdi_net_inflows,socioeconomic_control,-87212093508.4059,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,below,3.0
NLD,Netherlands (Kingdom of the),wb_fdi_net_inflows,socioeconomic_control,-17058018836.8683,130012452.460864,4617882394.441825,4487869941.980962,-13333597373.482023,18081492220.384712,below,3.0
GUY,Guyana,wb_fdi_pct_gdp,socioeconomic_control,34.990072,0.694133,4.478085,3.783951,-10.657721,15.829939,above,3.0
HKG,Hong Kong,wb_fdi_pct_gdp,socioeconomic_control,30.924624,0.694133,4.478085,3.783951,-10.657721,15.829939,above,3.0
LUX,Luxembourg,wb_fdi_pct_gdp,socioeconomic_control,113.622225,0.694133,4.478085,3.783951,-10.657721,15.829939,above,3.0
MLT,Malta,wb_fdi_pct_gdp,socioeconomic_control,170.537959,0.694133,4.478085,3.783951,-10.657721,15.829939,above,3.0
PLW,Palau,wb_fdi_pct_gdp,socioeconomic_control,28.870782,0.694133,4.478085,3.783951,-10.657721,15.829939,above,3.0
SGP,Singapore,wb_fdi_pct_gdp,socioeconomic_control,24.676736,0.694133,4.478085,3.783951,-10.657721,15.829939,above,3.0
CHE,Switzerland,wb_fdi_pct_gdp,socioeconomic_control,-11.573747,0.694133,4.478085,3.783951,-10.657721,15.829939,below,3.0
CYP,Cyprus,wb_fdi_pct_gdp,socioeconomic_control,-133.824279,0.694133,4.478085,3.783951,-10.657721,15.829939,below,3.0
HUN,Hungary,wb_fdi_pct_gdp,socioeconomic_control,-27.922928,0.694133,4.478085,3.783951,-10.657721,15.829939,below,3.0
LIE,Liechtenstein,wb_fdi_pct_gdp,socioeconomic_control,-1303.108267,0.694133,4.478085,3.783951,-10.657721,15.829939,below,3.0
AUS,Australia,wb_gdp_current_usd,socioeconomic_control,1757022451652.83,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
BRA,Brazil,wb_gdp_current_usd,socioeconomic_control,2185821648943.86,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
CAN,Canada,wb_gdp_current_usd,socioeconomic_control,2243636826633.76,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
CHN,China,wb_gdp_current_usd,socioeconomic_control,18743803170827.2,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
DEU,Germany,wb_gdp_current_usd,socioeconomic_control,4685592577804.69,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
ESP,Spain,wb_gdp_current_usd,socioeconomic_control,1725671652742.19,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
FRA,France,wb_gdp_current_usd,socioeconomic_control,3160442622465.08,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
GBR,United Kingdom,wb_gdp_current_usd,socioeconomic_control,3686033044482.13,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
IDN,Indonesia,wb_gdp_current_usd,socioeconomic_control,1396300098190.97,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
IND,India,wb_gdp_current_usd,socioeconomic_control,3909891533858.08,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
ITA,Italy,wb_gdp_current_usd,socioeconomic_control,2380825077243.59,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
JPN,Japan,wb_gdp_current_usd,socioeconomic_control,4027597523550.58,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
KOR,South Korea,wb_gdp_current_usd,socioeconomic_control,1875388209406.8,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
MEX,Mexico,wb_gdp_current_usd,socioeconomic_control,1856365616165.94,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
NLD,Netherlands (Kingdom of the),wb_gdp_current_usd,socioeconomic_control,1214927698572.66,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
RUS,Russia,wb_gdp_current_usd,socioeconomic_control,2173835806671.66,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
SAU,Saudi Arabia,wb_gdp_current_usd,socioeconomic_control,1239804533333.33,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
TUR,Turkiye,wb_gdp_current_usd,socioeconomic_control,1359123768774.12,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
USA,United States,wb_gdp_current_usd,socioeconomic_control,28750956130731.2,13834468887.138401,286826791201.052,272992322313.9136,-805142498054.6024,1105803758142.793,above,3.0
GUY,Guyana,wb_gdp_growth_annual_pct,socioeconomic_control,43.819311,1.554795,4.321224,2.766429,-6.744492,12.620512,above,3.0
PSE,Palestine,wb_gdp_growth_annual_pct,socioeconomic_control,-26.557526,1.554795,4.321224,2.766429,-6.744492,12.620512,below,3.0
SDN,Sudan (the),wb_gdp_growth_annual_pct,socioeconomic_control,-13.964338,1.554795,4.321224,2.766429,-6.744492,12.620512,below,3.0
TLS,Timor Leste,wb_gdp_growth_annual_pct,socioeconomic_control,-9.100694,1.554795,4.321224,2.766429,-6.744492,12.620512,below,3.0
ATG,Antigua and Barbuda,wb_government_effectiveness_se,institutional_control,0.38691,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
DMA,Dominica,wb_government_effectiveness_se,institutional_control,0.342499,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
FJI,Fiji,wb_government_effectiveness_se,institutional_control,0.337432,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
FSM,Micronesia (Federated States of),wb_government_effectiveness_se,institutional_control,0.337432,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
GRD,Grenada,wb_government_effectiveness_se,institutional_control,0.342499,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
KIR,Kiribati,wb_government_effectiveness_se,institutional_control,0.337432,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
KNA,Saint Kitts and Nevis,wb_government_effectiveness_se,institutional_control,0.38691,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
LCA,Saint Lucia,wb_government_effectiveness_se,institutional_control,0.342499,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
LIE,Liechtenstein,wb_government_effectiveness_se,institutional_control,0.317307,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
MCO,Monaco,wb_government_effectiveness_se,institutional_control,0.38691,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
MDV,Maldives,wb_government_effectiveness_se,institutional_control,0.337432,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
MHL,Marshall Islands (the),wb_government_effectiveness_se,institutional_control,0.337432,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
NRU,Nauru,wb_government_effectiveness_se,institutional_control,0.433097,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
PLW,Palau,wb_government_effectiveness_se,institutional_control,0.433097,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
SMR,San Marino,wb_government_effectiveness_se,institutional_control,0.38691,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
TUV,Tuvalu,wb_government_effectiveness_se,institutional_control,0.337432,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
VCT,Saint Vincent and the Grenadines,wb_government_effectiveness_se,institutional_control,0.342499,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
WSM,Samoa,wb_government_effectiveness_se,institutional_control,0.333549,0.212453,0.238634,0.026182,0.133907,0.31718,above,3.0
HKG,Hong Kong,wb_high_tech_exports_pct_manufactured,socioeconomic_control,75.570691,2.133129,17.448781,15.315652,-43.813827,63.395738,above,3.0
WSM,Samoa,wb_high_tech_exports_pct_manufactured,socioeconomic_control,76.670064,2.133129,17.448781,15.315652,-43.813827,63.395738,above,3.0
AND,Andorra,wb_ict_goods_exports_pct,socioeconomic_control,12.56,0.08,2.82,2.74,-8.14,11.04,above,3.0
CHN,China,wb_ict_goods_exports_pct,socioeconomic_control,22.64,0.08,2.82,2.74,-8.14,11.04,above,3.0
CZE,Czech Republic,wb_ict_goods_exports_pct,socioeconomic_control,16.1,0.08,2.82,2.74,-8.14,11.04,above,3.0
HKG,Hong Kong,wb_ict_goods_exports_pct,socioeconomic_control,62.47,0.08,2.82,2.74,-8.14,11.04,above,3.0
ISR,Israel,wb_ict_goods_exports_pct,socioeconomic_control,13.45,0.08,2.82,2.74,-8.14,11.04,above,3.0
KOR,South Korea,wb_ict_goods_exports_pct,socioeconomic_control,27.66,0.08,2.82,2.74,-8.14,11.04,above,3.0
MEX,Mexico,wb_ict_goods_exports_pct,socioeconomic_control,13.72,0.08,2.82,2.74,-8.14,11.04,above,3.0
MLT,Malta,wb_ict_goods_exports_pct,socioeconomic_control,25.7,0.08,2.82,2.74,-8.14,11.04,above,3.0
MYS,Malaysia,wb_ict_goods_exports_pct,socioeconomic_control,32.19,0.08,2.82,2.74,-8.14,11.04,above,3.0
PAN,Panama,wb_ict_goods_exports_pct,socioeconomic_control,17.82,0.08,2.82,2.74,-8.14,11.04,above,3.0
PHL,Philippines (the),wb_ict_goods_exports_pct,socioeconomic_control,50.71,0.08,2.82,2.74,-8.14,11.04,above,3.0
SGP,Singapore,wb_ict_goods_exports_pct,socioeconomic_control,32.68,0.08,2.82,2.74,-8.14,11.04,above,3.0
THA,Thailand,wb_ict_goods_exports_pct,socioeconomic_control,16.12,0.08,2.82,2.74,-8.14,11.04,above,3.0
VNM,Vietnam,wb_ict_goods_exports_pct,socioeconomic_control,38.0,0.08,2.82,2.74,-8.14,11.04,above,3.0
GIN,Guinea,wb_ict_service_exports_pct,socioeconomic_control,51.769663,2.240403,11.963953,9.723551,-26.930249,41.134605,above,3.0
IND,India,wb_ict_service_exports_pct,socioeconomic_control,47.413557,2.240403,11.963953,9.723551,-26.930249,41.134605,above,3.0
IRL,Ireland,wb_ict_service_exports_pct,socioeconomic_control,57.369607,2.240403,11.963953,9.723551,-26.930249,41.134605,above,3.0
ISR,Israel,wb_ict_service_exports_pct,socioeconomic_control,63.961715,2.240403,11.963953,9.723551,-26.930249,41.134605,above,3.0
KWT,Kuwait,wb_ict_service_exports_pct,socioeconomic_control,44.781131,2.240403,11.963953,9.723551,-26.930249,41.134605,above,3.0
PAK,Pakistan,wb_ict_service_exports_pct,socioeconomic_control,44.841978,2.240403,11.963953,9.723551,-26.930249,41.134605,above,3.0
AGO,Angola,wb_inflation_consumer_prices,socioeconomic_control,28.240495,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
ARG,Argentina,wb_inflation_consumer_prices,socioeconomic_control,219.883929,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
BDI,Burundi,wb_inflation_consumer_prices,socioeconomic_control,20.212493,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
EGY,Egypt,wb_inflation_consumer_prices,socioeconomic_control,28.27059,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
ETH,Ethiopia,wb_inflation_consumer_prices,socioeconomic_control,21.037746,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
GHA,Ghana,wb_inflation_consumer_prices,socioeconomic_control,22.848328,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
HTI,Haiti,wb_inflation_consumer_prices,socioeconomic_control,26.949056,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
IRN,Iran,wb_inflation_consumer_prices,socioeconomic_control,32.455871,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
LAO,Laos,wb_inflation_consumer_prices,socioeconomic_control,23.13057,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
LBN,Lebanon,wb_inflation_consumer_prices,socioeconomic_control,45.243042,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
MWI,Malawi,wb_inflation_consumer_prices,socioeconomic_control,32.17965,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
NGA,Nigeria,wb_inflation_consumer_prices,socioeconomic_control,33.242097,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
PSE,Palestine,wb_inflation_consumer_prices,socioeconomic_control,53.669146,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
SDN,Sudan (the),wb_inflation_consumer_prices,socioeconomic_control,138.80846,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
SLE,Sierra Leone,wb_inflation_consumer_prices,socioeconomic_control,28.63375,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
SSD,South Sudan,wb_inflation_consumer_prices,socioeconomic_control,91.440822,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
TUR,Turkiye,wb_inflation_consumer_prices,socioeconomic_control,58.506451,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
ZWE,Zimbabwe,wb_inflation_consumer_prices,socioeconomic_control,104.705171,1.80023,5.408744,3.608514,-9.025311,16.234284,above,3.0
IRQ,Iraq,wb_inflation_consumer_prices,socioeconomic_control,-12.296984,1.80023,5.408744,3.608514,-9.025311,16.234284,below,3.0
BGD,Bangladesh,wb_labor_force,socioeconomic_control,74739682.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
BRA,Brazil,wb_labor_force,socioeconomic_control,108318282.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
CHN,China,wb_labor_force,socioeconomic_control,767626880.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
ETH,Ethiopia,wb_labor_force,socioeconomic_control,56779061.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
IDN,Indonesia,wb_labor_force,socioeconomic_control,147104597.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
IND,India,wb_labor_force,socioeconomic_control,617625336.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
