var_a,var_b,method,mi,n_pairs,n_bins
wipo_entmedia_score,wipo_in_2_score,mutual_information_quantile,0.917646,63,8
wipo_c_vencapdeal_score,wipo_r_vencapdeal_score,mutual_information_quantile,0.917645,80,8
wipo_in_1_2_score,wipo_in_1_score,mutual_information_quantile,0.917427,141,8
oxford_ind_ict_trade_goods_log,oxford_size,mutual_information_quantile,0.917067,176,8
wipo_gii_score,wipo_out_6_score,mutual_information_quantile,0.917045,141,8
wipo_envperf_score,wipo_out_7_2_3_score,mutual_information_quantile,0.916547,63,8
anthropic_usage_pct,wipo_in_4_3_3_score,mutual_information_quantile,0.916031,129,8
wipo_in_5_1_2_score,wipo_out_7_2_3_score,mutual_information_quantile,0.915424,60,8
oxford_ind_telecom_infrastructure,wipo_sp31_score,mutual_information_quantile,0.915066,131,8
oxford_ind_regulatory_quality,wipo_in_1_1_2_score,mutual_information_quantile,0.914786,140,8
wipo_out_7_2_3_score,wipo_resppop_score,mutual_information_quantile,0.913931,58,8
wipo_cultservexp_score,wipo_out_7_2_1_score,mutual_information_quantile,0.91346,112,8
wb_government_effectiveness,wipo_entmedia_score,mutual_information_quantile,0.913351,63,8
wipo_in_1_1_1_score,wipo_out_7_2_3_score,mutual_information_quantile,0.913252,65,8
oxford_ind_govt_effectiveness,wipo_in_1_2_1_score,mutual_information_quantile,0.912764,140,8
oxford_ind_stem_graduates,wipo_scienggrad_score,mutual_information_quantile,0.912716,110,8
oxford_infrastructure,wipo_ictuse_score,mutual_information_quantile,0.91225,131,8
oxford_governance_2025,oxford_total_score,mutual_information_quantile,0.911702,195,8
oxford_ind_telecom_infrastructure,wb_gdp_per_capita_ppp,mutual_information_quantile,0.911673,184,8
wipo_out_7_3_score,wipo_resppop_score,mutual_information_quantile,0.911118,108,8
wipo_gerdperf_score,wipo_pctpatorig_score,mutual_information_quantile,0.910247,84,8
oxford_data_infrastructure,wb_electric_consumption_kwh_pc,mutual_information_quantile,0.910232,146,8
wipo_in_4_2_2_score,wipo_in_4_2_score,mutual_information_quantile,0.910154,129,8
wipo_in_1_1_1_score,wipo_sp11_score,mutual_information_quantile,0.909685,132,8
wipo_in_1_1_2_score,wipo_out_7_2_3_score,mutual_information_quantile,0.909506,65,8
wipo_entmedia_score,wipo_wikiedit_score,mutual_information_quantile,0.909456,62,8
oxford_technology_sector,wipo_sp23_score,mutual_information_quantile,0.909142,131,8
wb_electric_consumption_kwh_pc,wipo_out_7_2_3_score,mutual_information_quantile,0.908441,65,8
oxford_ai_infrastructure,oxford_enabling_technical_infrastructure,mutual_information_quantile,0.90772,195,8
wipo_in_2_1_4_score,wipo_in_2_3_1_score,mutual_information_quantile,0.907359,80,8
wipo_entmedia_score,wipo_in_5_1_1_score,mutual_information_quantile,0.906703,60,8
oxford_ind_regulatory_quality,wipo_in_1_1_1_score,mutual_information_quantile,0.906551,140,8
wb_rd_expenditure_pct_gdp,wipo_out_6_1_2_score,mutual_information_quantile,0.906507,101,8
wb_electric_consumption_kwh_pc,wipo_ictuse_score,mutual_information_quantile,0.905939,128,8
wb_control_of_corruption_se,wb_voice_accountability_se,mutual_information_quantile,0.905639,196,8
oxford_government,oxford_total_score,mutual_information_quantile,0.904974,193,8
oxford_ind_github_activity_log,wipo_out_7_3_score,mutual_information_quantile,0.904048,140,8
wipo_in_2_score,wipo_resppop_score,mutual_information_quantile,0.904036,108,8
wipo_entmedia_score,wipo_regqua_score,mutual_information_quantile,0.903947,63,8
wipo_out_6_1_2_score,wipo_resppop_score,mutual_information_quantile,0.903888,99,8
wipo_entmedia_score,wipo_envperf_score,mutual_information_quantile,0.903532,61,8
wipo_in_score,wipo_sp11_score,mutual_information_quantile,0.902603,132,8
wipo_gerdperf_score,wipo_sp23_score,mutual_information_quantile,0.902403,89,8
oxford_total_score,wipo_gii_score,mutual_information_quantile,0.902371,140,8
oxford_maturity,oxford_technology_sector,mutual_information_quantile,0.902336,193,8
oxford_maturity,wipo_entmedia_score,mutual_information_quantile,0.902133,62,8
wb_gdp_per_capita_ppp,wipo_entmedia_score,mutual_information_quantile,0.902133,62,8
wb_rule_of_law,wipo_in_1_score,mutual_information_quantile,0.902092,141,8
wipo_epart_score,wipo_sp31_score,mutual_information_quantile,0.90182,131,8
wipo_out_score,wipo_pctpatorig_score,mutual_information_quantile,0.901161,117,8
wipo_in_1_2_1_score,wipo_in_score,mutual_information_quantile,0.900941,141,8
wipo_in_3_1_3_score,wipo_in_3_1_score,mutual_information_quantile,0.900495,140,8
wipo_out_6_3_2_score,wipo_out_6_3_score,mutual_information_quantile,0.900205,130,8
wipo_in_1_1_2_score,wipo_regqua_score,mutual_information_quantile,0.900028,132,8
wipo_out_7_3_score,wipo_sp73_score,mutual_information_quantile,0.899922,132,8
oxford_ind_govt_effectiveness,wipo_ruleol_score,mutual_information_quantile,0.899848,131,8
oxford_ind_mobile_subscriptions,wb_mobile_subscriptions_per100,mutual_information_quantile,0.899399,192,8
oxford_maturity,wipo_out_7_2_3_score,mutual_information_quantile,0.899137,64,8
wipo_gii_score,wipo_in_3_1_score,mutual_information_quantile,0.898528,141,8
oxford_ind_github_activity_log,wipo_sp73_score,mutual_information_quantile,0.898224,131,8
wipo_out_7_2_3_score,wipo_pctpatorig_score,mutual_information_quantile,0.897982,60,8
wipo_out_6_1_2_score,wipo_patfam_score,mutual_information_quantile,0.897685,115,8
wb_rule_of_law,wb_voice_accountability,mutual_information_quantile,0.897419,196,8
wipo_regqua_score,wipo_ruleol_score,mutual_information_quantile,0.897174,132,8
wb_control_of_corruption,wipo_in_1_1_score,mutual_information_quantile,0.896684,141,8
wb_researchers_rd_per_million,wipo_in_2_score,mutual_information_quantile,0.896669,103,8
wb_researchers_rd_per_million,wipo_in_2_3_score,mutual_information_quantile,0.896495,103,8
wipo_in_3_1_score,wipo_in_3_score,mutual_information_quantile,0.896419,141,8
wb_regulatory_quality,wb_rule_of_law,mutual_information_quantile,0.896203,196,8
wipo_in_2_3_score,wipo_out_6_1_5_score,mutual_information_quantile,0.896179,141,8
oxford_ind_vc_availability,wipo_c_vencapdeal_score,mutual_information_quantile,0.895592,93,8
wb_regulatory_quality,wipo_in_score,mutual_information_quantile,0.894905,141,8
wipo_in_1_3_2_score,wipo_in_1_3_score,mutual_information_quantile,0.894416,93,8
wipo_in_3_score,wipo_in_score,mutual_information_quantile,0.894359,141,8
oxford_ind_github_activity_log,wipo_out_7_2_3_score,mutual_information_quantile,0.893828,64,8
oxford_governance_ethics,wipo_in_1_2_score,mutual_information_quantile,0.893351,140,8
oxford_ind_ict_skills,wipo_ictacc_score,mutual_information_quantile,0.89299,126,8
oxford_ind_households_internet,wipo_ictacc_score,mutual_information_quantile,0.892805,131,8
oxford_ind_ict_trade_goods_log,wb_gdp_per_capita_ppp,mutual_information_quantile,0.891874,184,8
wipo_gii_score,wipo_ictuse_score,mutual_information_quantile,0.89146,132,8
wb_secure_servers_per_1m,wipo_out_7_3_2_score,mutual_information_quantile,0.891344,141,8
wb_government_effectiveness,wipo_regqua_score,mutual_information_quantile,0.890984,132,8
oxford_ind_adoption_emerging_tech,wipo_ictorgmod_score,mutual_information_quantile,0.890182,123,8
anthropic_usage_pct,oxford_ind_ai_research_papers_log,mutual_information_quantile,0.88996,160,8
oxford_ind_households_internet,wipo_in_3_1_1_score,mutual_information_quantile,0.889724,139,8
wipo_in_1_1_score,wipo_regqua_score,mutual_information_quantile,0.889419,132,8
oxford_ind_regulatory_quality,wb_control_of_corruption,mutual_information_quantile,0.888902,191,8
oxford_development_diffusion,wipo_entmedia_score,mutual_information_quantile,0.888213,62,8
wipo_gerdperf_score,wipo_out_score,mutual_information_quantile,0.887877,89,8
wipo_ictuse_score,wipo_in_3_1_score,mutual_information_quantile,0.887764,132,8
oxford_ind_github_activity_log,wipo_knowintsemp_score,mutual_information_quantile,0.887509,123,8
oxford_government_digital_policy,oxford_public_sector_adoption,mutual_information_quantile,0.887444,195,8
oxford_governance_ethics,wipo_in_1_2_1_score,mutual_information_quantile,0.886895,140,8
wipo_knowintsemp_score,wipo_wikiedit_score,mutual_information_quantile,0.88672,124,8
wipo_entmedia_score,wipo_ruleol_score,mutual_information_quantile,0.886237,63,8
oxford_ind_github_activity_log,wipo_ictacc_score,mutual_information_quantile,0.885552,131,8
wipo_ictuse_score,wipo_in_score,mutual_information_quantile,0.884795,132,8
wb_electric_consumption_kwh_pc,wipo_in_3_1_1_score,mutual_information_quantile,0.884694,131,8
wb_rd_expenditure_pct_gdp,wipo_in_2_3_1_score,mutual_information_quantile,0.884394,101,8
wipo_in_1_1_1_score,wipo_in_1_2_score,mutual_information_quantile,0.883845,141,8
ms_change_pp,ms_h1_2025_ai_diffusion_pct,mutual_information_quantile,0.88364,146,8
wb_government_effectiveness,wipo_in_1_1_1_score,mutual_information_quantile,0.882966,141,8
wipo_in_2_3_score,wipo_in_2_score,mutual_information_quantile,0.882912,141,8
oxford_ind_github_activity_log,wipo_wikiedit_score,mutual_information_quantile,0.882903,130,8
wipo_out_7_1_2_score,wipo_tradmkorig_score,mutual_information_quantile,0.882495,127,8
wb_researchers_rd_per_million,wipo_gerdperf_score,mutual_information_quantile,0.882492,79,8
wb_regulatory_quality,wipo_entmedia_score,mutual_information_quantile,0.881942,63,8
wipo_gii_score,wipo_in_4_score,mutual_information_quantile,0.881875,141,8
wipo_out_6_1_2_score,wipo_out_score,mutual_information_quantile,0.881799,125,8
oxford_governance_ethics,oxford_government,mutual_information_quantile,0.881792,193,8
wipo_in_3_1_1_score,wipo_in_score,mutual_information_quantile,0.881785,140,8
wipo_in_2_3_2_score,wipo_in_2_3_score,mutual_information_quantile,0.881763,121,8
wipo_in_1_2_1_score,wipo_in_1_score,mutual_information_quantile,0.8817,141,8
stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,wipo_out_6_1_5_score,mutual_information_quantile,0.881044,81,8
oxford_infrastructure,wipo_in_3_1_score,mutual_information_quantile,0.880821,140,8
wipo_out_6_1_2_score,wipo_out_7_2_3_score,mutual_information_quantile,0.880541,60,8
wipo_out_7_3_1_score,wipo_wikiedit_score,mutual_information_quantile,0.879904,131,8
wipo_out_score,wipo_restalbus_score,mutual_information_quantile,0.879404,87,8
oxford_ind_regulatory_quality,wipo_in_1_score,mutual_information_quantile,0.87882,140,8
wipo_citdoc_score,wipo_in_2_3_score,mutual_information_quantile,0.878816,132,8
wb_rd_expenditure_pct_gdp,wb_researchers_rd_per_million,mutual_information_quantile,0.878502,105,8
wb_fixed_broadband_per100,wipo_ictacc_score,mutual_information_quantile,0.878361,132,8
oxford_ind_ict_skills,wipo_ictuse_score,mutual_information_quantile,0.8783,126,8
wipo_in_1_2_2_score,wipo_regqua_score,mutual_information_quantile,0.878113,132,8
oxford_resilience,oxford_safety_security,mutual_information_quantile,0.878047,195,8
wipo_gerdperf_score,wipo_gii_score,mutual_information_quantile,0.877728,89,8
wipo_in_1_1_1_score,wipo_in_1_score,mutual_information_quantile,0.877704,141,8
wb_control_of_corruption,wipo_regqua_score,mutual_information_quantile,0.877211,132,8
wipo_ictuse_score,wipo_in_3_1_2_score,mutual_information_quantile,0.877127,132,8
oxford_ind_rd_spending_log,wipo_resppop_score,mutual_information_quantile,0.876895,107,8
wipo_in_5_1_1_score,wipo_out_7_2_3_score,mutual_information_quantile,0.876664,61,8
wipo_gentld_score,wipo_out_7_2_3_score,mutual_information_quantile,0.875966,65,8
wipo_in_1_1_2_score,wipo_ruleol_score,mutual_information_quantile,0.875909,132,8
oxford_ai_infrastructure,wipo_in_score,mutual_information_quantile,0.875857,140,8
oxford_ind_ict_trade_goods_log,wipo_ictuse_score,mutual_information_quantile,0.87562,131,8
oxford_development_diffusion,oxford_technology_sector,mutual_information_quantile,0.875175,193,8
oxford_size,oxford_technology_sector,mutual_information_quantile,0.874887,176,8
wipo_in_1_1_2_score,wipo_in_score,mutual_information_quantile,0.874859,141,8
wipo_knowintsemp_score,wipo_sp73_score,mutual_information_quantile,0.874805,124,8
wipo_citdoc_score,wipo_sp23_score,mutual_information_quantile,0.874397,132,8
wipo_in_5_1_4_score,wipo_in_5_score,mutual_information_quantile,0.87387,106,8
oxford_data_infrastructure,wipo_in_3_score,mutual_information_quantile,0.873723,140,8
wipo_knowintsemp_score,wipo_out_7_2_3_score,mutual_information_quantile,0.873313,59,8
anthropic_gdp_total,wb_patent_applications_residents,mutual_information_quantile,0.872873,122,8
wipo_in_1_2_2_score,wipo_in_1_score,mutual_information_quantile,0.87284,141,8
wb_fixed_broadband_per100,wipo_ictuse_score,mutual_information_quantile,0.872819,132,8
wipo_in_3_2_score,wipo_sp32_score,mutual_information_quantile,0.872652,132,8
wipo_in_2_3_score,wipo_resppop_score,mutual_information_quantile,0.872193,108,8
wb_gdp_per_capita_ppp,wb_internet_penetration,mutual_information_quantile,0.872186,184,8
wb_control_of_corruption,wipo_in_1_1_2_score,mutual_information_quantile,0.87139,141,8
wipo_out_7_3_1_score,wipo_resppop_score,mutual_information_quantile,0.871386,108,8
wipo_in_2_3_1_score,wipo_in_2_3_score,mutual_information_quantile,0.870942,118,8
wipo_out_7_3_4_score,wipo_out_7_3_score,mutual_information_quantile,0.87073,127,8
oxford_ind_github_activity_log,wipo_in_5_1_1_score,mutual_information_quantile,0.869672,133,8
wipo_entmedia_score,wipo_in_1_2_score,mutual_information_quantile,0.869626,63,8
wb_gdp_per_capita_ppp,wipo_sp31_score,mutual_information_quantile,0.868727,131,8
wb_researchers_rd_per_million,wipo_gii_score,mutual_information_quantile,0.868641,103,8
oxford_ind_regulatory_quality,wipo_in_score,mutual_information_quantile,0.868152,140,8
wb_control_of_corruption,wb_government_effectiveness,mutual_information_quantile,0.867386,196,8
wipo_in_2_3_1_score,wipo_in_2_score,mutual_information_quantile,0.867094,118,8
wipo_ictacc_score,wipo_resppop_score,mutual_information_quantile,0.867078,108,8
oxford_ind_govt_effectiveness,wb_rule_of_law,mutual_information_quantile,0.866867,191,8
wipo_out_7_2_3_score,wipo_out_7_3_1_score,mutual_information_quantile,0.866851,65,8
wipo_in_score,wipo_ruleol_score,mutual_information_quantile,0.866675,132,8
oxford_development_diffusion,oxford_human_capital_2025,mutual_information_quantile,0.866478,195,8
wipo_out_7_1_score,wipo_out_7_score,mutual_information_quantile,0.866446,141,8
wipo_ictuse_score,wipo_resppop_score,mutual_information_quantile,0.866021,108,8
wipo_in_1_1_score,wipo_out_7_2_3_score,mutual_information_quantile,0.865786,65,8
oxford_ai_infrastructure,wipo_in_3_1_score,mutual_information_quantile,0.865718,140,8
oxford_data_infrastructure,wipo_in_3_1_score,mutual_information_quantile,0.865713,140,8
wipo_in_3_1_score,wipo_in_score,mutual_information_quantile,0.86551,141,8
wipo_entmedia_score,wipo_in_1_2_1_score,mutual_information_quantile,0.865331,63,8
oxford_development_diffusion,wipo_in_2_3_score,mutual_information_quantile,0.865304,140,8
wipo_gii_score,wipo_sp31_score,mutual_information_quantile,0.865264,132,8
wb_internet_penetration,wipo_ictuse_score,mutual_information_quantile,0.865196,132,8
wipo_gii_score,wipo_out_6_1_2_score,mutual_information_quantile,0.865025,125,8
wb_government_effectiveness,wipo_gii_score,mutual_information_quantile,0.864913,141,8
oxford_ai_infrastructure,oxford_infrastructure,mutual_information_quantile,0.864786,193,8
wb_rule_of_law,wipo_entmedia_score,mutual_information_quantile,0.864232,63,8
wipo_out_7_3_1_score,wipo_out_7_3_2_score,mutual_information_quantile,0.864173,141,8
oxford_ind_online_services,wipo_in_3_1_score,mutual_information_quantile,0.863542,140,8
wipo_gerdperf_score,wipo_patfam_score,mutual_information_quantile,0.863404,86,8
oxford_governance_ethics,wipo_entmedia_score,mutual_information_quantile,0.862895,62,8
wb_rule_of_law,wipo_in_1_1_2_score,mutual_information_quantile,0.862667,141,8
wipo_in_1_1_1_score,wipo_in_1_2_1_score,mutual_information_quantile,0.862091,141,8
oxford_ind_accountability,wb_rule_of_law,mutual_information_quantile,0.862002,191,8
wipo_in_5_3_score,wipo_sp53_score,mutual_information_quantile,0.861748,132,8
wipo_in_3_score,wipo_out_7_2_3_score,mutual_information_quantile,0.861623,65,8
wb_rd_expenditure_pct_gdp,wipo_in_5_score,mutual_information_quantile,0.861047,110,8
wipo_in_2_3_1_score,wipo_in_2_3_2_score,mutual_information_quantile,0.860809,111,8
wipo_in_5_2_2_score,wipo_in_5_2_score,mutual_information_quantile,0.860354,136,8
wb_researchers_rd_per_million,wipo_out_7_3_score,mutual_information_quantile,0.860261,103,8
wipo_r_vencapdeal_score,wipo_sp42_score,mutual_information_quantile,0.860069,89,8
wipo_in_1_score,wipo_sp11_score,mutual_information_quantile,0.859523,132,8
oxford_ai_infrastructure,oxford_data_infrastructure,mutual_information_quantile,0.859353,193,8
wipo_in_2_3_1_score,wipo_sp23_score,mutual_information_quantile,0.859319,113,8
wipo_envperf_score,wipo_out_6_1_2_score,mutual_information_quantile,0.859001,119,8
wipo_entmedia_score,wipo_in_2_3_score,mutual_information_quantile,0.858839,63,8
oxford_total_score,wipo_sp23_score,mutual_information_quantile,0.858673,131,8
oxford_infrastructure,oxford_technology_sector,mutual_information_quantile,0.858522,193,8
wb_gdp_per_capita_ppp,wipo_out_7_3_1_score,mutual_information_quantile,0.857861,139,8
oxford_ind_ict_skills,wb_electric_consumption_kwh_pc,mutual_information_quantile,0.857546,137,8
oxford_governance_ethics,wipo_in_1_2_2_score,mutual_information_quantile,0.857421,140,8
wipo_out_6_1_2_score,wipo_sp23_score,mutual_information_quantile,0.85705,119,8
oxford_ind_rd_spending_log,wipo_out_7_2_3_score,mutual_information_quantile,0.856723,64,8
wb_control_of_corruption,wb_regulatory_quality,mutual_information_quantile,0.856609,196,8
oxford_ai_technology_diffusion,oxford_innovation_capacity,mutual_information_quantile,0.856471,193,8
oxford_ind_ict_trade_goods_log,wipo_gii_score,mutual_information_quantile,0.856176,140,8
wipo_entmedia_score,wipo_in_5_2_5_score,mutual_information_quantile,0.855927,63,8
wipo_in_1_1_1_score,wipo_in_1_1_2_score,mutual_information_quantile,0.855827,141,8
wipo_entmedia_score,wipo_resppop_score,mutual_information_quantile,0.855775,57,8
