Age Band Imputed,Date,Headcount,Jbb Role
Early Career 2 (26-30),12/1/21,0.962317098,Customer support agents
Early Career 2 (26-30),1/1/22,0.960753658,Customer support agents
Early Career 2 (26-30),2/1/22,0.964361596,Customer support agents
Early Career 2 (26-30),3/1/22,0.96448186,Customer support agents
Early Career 2 (26-30),4/1/22,0.975906995,Customer support agents
Early Career 2 (26-30),5/1/22,0.965564241,Customer support agents
Early Career 2 (26-30),6/1/22,0.977269994,Customer support agents
Early Career 2 (26-30),7/1/22,0.98224093,Customer support agents
Early Career 2 (26-30),8/1/22,0.97225897,Customer support agents
Early Career 2 (26-30),9/1/22,0.983082782,Customer support agents
Early Career 2 (26-30),10/1/22,0.992703949,Customer support agents
Early Career 2 (26-30),11/1/22,1,Customer support agents
Early Career 2 (26-30),12/1/22,0.998396472,Customer support agents
Early Career 2 (26-30),1/1/23,1.006053317,Customer support agents
Early Career 2 (26-30),2/1/23,1.00777711,Customer support agents
Early Career 2 (26-30),3/1/23,1.00444979,Customer support agents
Early Career 2 (26-30),4/1/23,1.005411906,Customer support agents
Early Career 2 (26-30),5/1/23,0.99290439,Customer support agents
Early Career 2 (26-30),6/1/23,0.990338745,Customer support agents
Early Career 2 (26-30),7/1/23,0.990659451,Customer support agents
Early Career 2 (26-30),8/1/23,0.980557226,Customer support agents
Early Career 2 (26-30),9/1/23,0.989817599,Customer support agents
Early Career 2 (26-30),10/1/23,0.989857687,Customer support agents
Early Career 2 (26-30),11/1/23,0.995911004,Customer support agents
Early Career 2 (26-30),12/1/23,0.991501303,Customer support agents
Early Career 2 (26-30),1/1/24,0.993746242,Customer support agents
Early Career 2 (26-30),2/1/24,0.99290439,Customer support agents
Early Career 2 (26-30),3/1/24,0.991260774,Customer support agents
Early Career 2 (26-30),4/1/24,0.988735217,Customer support agents
Early Career 2 (26-30),5/1/24,0.995189417,Customer support agents
Early Career 2 (26-30),6/1/24,0.993305272,Customer support agents
Early Career 2 (26-30),7/1/24,0.983483664,Customer support agents
Early Career 2 (26-30),8/1/24,0.985528162,Customer support agents
Early Career 2 (26-30),9/1/24,0.975906995,Customer support agents
Early Career 2 (26-30),10/1/24,0.972619763,Customer support agents
Early Career 2 (26-30),11/1/24,0.981840048,Customer support agents
Early Career 2 (26-30),12/1/24,0.977390259,Customer support agents
Early Career 2 (26-30),1/1/25,0.979394668,Customer support agents
Early Career 2 (26-30),2/1/25,0.977710964,Customer support agents
Early Career 2 (26-30),3/1/25,0.974303468,Customer support agents
Early Career 2 (26-30),4/1/25,0.965443977,Customer support agents
Early Career 2 (26-30),5/1/25,0.967247945,Customer support agents
Early Career 2 (26-30),6/1/25,0.954820605,Customer support agents
Early Career 2 (26-30),7/1/25,0.950450992,Customer support agents
Early Career 2 (26-30),8/1/25,0.957346162,Customer support agents
Early Career 2 (26-30),9/1/25,0.947364201,Customer support agents
Early Career 2 (26-30),10/1/25,0.958147925,Customer support agents
Early Career 2 (26-30),11/1/25,0.957105632,Customer support agents
Early Career 2 (26-30),12/1/25,0.956063339,Customer support agents
Mid-Career 1 (35-40),1/1/21,0.842658285,Customer support agents
Mid-Career 1 (35-40),2/1/21,0.851863493,Customer support agents
Mid-Career 1 (35-40),3/1/21,0.85559048,Customer support agents
Mid-Career 1 (35-40),4/1/21,0.864616075,Customer support agents
Mid-Career 1 (35-40),5/1/21,0.856937584,Customer support agents
Mid-Career 1 (35-40),6/1/21,0.863313875,Customer support agents
Mid-Career 1 (35-40),7/1/21,0.868163449,Customer support agents
Mid-Career 1 (35-40),8/1/21,0.871800629,Customer support agents
Mid-Career 1 (35-40),9/1/21,0.870767849,Customer support agents
Mid-Career 1 (35-40),10/1/21,0.896946565,Customer support agents
Mid-Career 1 (35-40),11/1/21,0.907453974,Customer support agents
Mid-Career 1 (35-40),12/1/21,0.924696902,Customer support agents
Mid-Career 1 (35-40),1/1/22,0.936910642,Customer support agents
Mid-Career 1 (35-40),2/1/22,0.94090705,Customer support agents
Mid-Career 1 (35-40),3/1/22,0.941715312,Customer support agents
Mid-Career 1 (35-40),4/1/22,0.949438707,Customer support agents
Mid-Career 1 (35-40),5/1/22,0.950875617,Customer support agents
Mid-Career 1 (35-40),6/1/22,0.956039515,Customer support agents
Mid-Career 1 (35-40),7/1/22,0.969555456,Customer support agents
Mid-Career 1 (35-40),8/1/22,0.96519982,Customer support agents
Mid-Career 1 (35-40),9/1/22,0.983430624,Customer support agents
Mid-Career 1 (35-40),10/1/22,0.990076336,Customer support agents
Mid-Career 1 (35-40),11/1/22,1,Customer support agents
Mid-Career 1 (35-40),12/1/22,1.006600808,Customer support agents
Mid-Career 1 (35-40),1/1/23,1.023304894,Customer support agents
Mid-Career 1 (35-40),2/1/23,1.026044005,Customer support agents
Mid-Career 1 (35-40),3/1/23,1.034620566,Customer support agents
Mid-Career 1 (35-40),4/1/23,1.029366861,Customer support agents
Mid-Career 1 (35-40),5/1/23,1.028558599,Customer support agents
Mid-Career 1 (35-40),6/1/23,1.037449484,Customer support agents
Mid-Career 1 (35-40),7/1/23,1.041131567,Customer support agents
Mid-Career 1 (35-40),8/1/23,1.034036821,Customer support agents
Mid-Career 1 (35-40),9/1/23,1.039829367,Customer support agents
Mid-Career 1 (35-40),10/1/23,1.043601257,Customer support agents
Mid-Career 1 (35-40),11/1/23,1.04701392,Customer support agents
Mid-Career 1 (35-40),12/1/23,1.048091603,Customer support agents
Mid-Career 1 (35-40),1/1/24,1.060350247,Customer support agents
Mid-Career 1 (35-40),2/1/24,1.061113606,Customer support agents
Mid-Career 1 (35-40),3/1/24,1.064167041,Customer support agents
Mid-Career 1 (35-40),4/1/24,1.065738662,Customer support agents
Mid-Career 1 (35-40),5/1/24,1.070408621,Customer support agents
Mid-Career 1 (35-40),6/1/24,1.075572519,Customer support agents
Mid-Career 1 (35-40),7/1/24,1.07103727,Customer support agents
Mid-Career 1 (35-40),8/1/24,1.071755725,Customer support agents
Mid-Career 1 (35-40),9/1/24,1.070633139,Customer support agents
Mid-Career 1 (35-40),10/1/24,1.069465649,Customer support agents
Mid-Career 1 (35-40),11/1/24,1.080826224,Customer support agents
Mid-Career 1 (35-40),12/1/24,1.085675797,Customer support agents
Mid-Career 1 (35-40),1/1/25,1.094836102,Customer support agents
Mid-Career 1 (35-40),2/1/25,1.098428379,Customer support agents
Mid-Career 1 (35-40),3/1/25,1.096048496,Customer support agents
Mid-Career 1 (35-40),4/1/25,1.090435564,Customer support agents
Mid-Career 1 (35-40),5/1/25,1.095240233,Customer support agents
Mid-Career 1 (35-40),6/1/25,1.096452627,Customer support agents
Mid-Career 1 (35-40),7/1/25,1.099146834,Customer support agents
Mid-Career 1 (35-40),8/1/25,1.116255052,Customer support agents
Mid-Career 1 (35-40),9/1/25,1.109788954,Customer support agents
Mid-Career 1 (35-40),10/1/25,1.123170184,Customer support agents
Mid-Career 1 (35-40),11/1/25,1.130220027,Customer support agents
Mid-Career 1 (35-40),12/1/25,1.135204311,Customer support agents
Mid-Career 2 (41-49),1/1/21,0.869076549,Customer support agents
Mid-Career 2 (41-49),2/1/21,0.872607837,Customer support agents
Mid-Career 2 (41-49),3/1/21,0.877657959,Customer support agents
Mid-Career 2 (41-49),4/1/21,0.890340219,Customer support agents
Mid-Career 2 (41-49),5/1/21,0.890226306,Customer support agents
Mid-Career 2 (41-49),6/1/21,0.890606015,Customer support agents
Mid-Career 2 (41-49),7/1/21,0.893339915,Customer support agents
Mid-Career 2 (41-49),8/1/21,0.902528858,Customer support agents
Mid-Career 2 (41-49),9/1/21,0.903364216,Customer support agents
Mid-Career 2 (41-49),10/1/21,0.917299514,Customer support agents
Mid-Career 2 (41-49),11/1/21,0.927931349,Customer support agents
Mid-Career 2 (41-49),12/1/21,0.937462029,Customer support agents
Mid-Career 2 (41-49),1/1/22,0.944676488,Customer support agents
Mid-Career 2 (41-49),2/1/22,0.950941677,Customer support agents
Mid-Career 2 (41-49),3/1/22,0.951511239,Customer support agents
Mid-Career 2 (41-49),4/1/22,0.964649149,Customer support agents
Mid-Career 2 (41-49),5/1/22,0.968636087,Customer support agents
Mid-Career 2 (41-49),6/1/22,0.973382442,Customer support agents
Mid-Career 2 (41-49),7/1/22,0.983482685,Customer support agents
Mid-Career 2 (41-49),8/1/22,0.978166768,Customer support agents
Mid-Career 2 (41-49),9/1/22,0.986824119,Customer support agents
Mid-Career 2 (41-49),10/1/22,0.993355103,Customer support agents
Mid-Career 2 (41-49),11/1/22,1,Customer support agents
Mid-Career 2 (41-49),12/1/22,1.003455346,Customer support agents
Mid-Career 2 (41-49),1/1/23,1.020124544,Customer support agents
Mid-Career 2 (41-49),2/1/23,1.01313791,Customer support agents
Mid-Career 2 (41-49),3/1/23,1.021339611,Customer support agents
Mid-Career 2 (41-49),4/1/23,1.023731774,Customer support agents
Mid-Career 2 (41-49),5/1/23,1.02445322,Customer support agents
Mid-Career 2 (41-49),6/1/23,1.028136391,Customer support agents
Mid-Career 2 (41-49),7/1/23,1.037932868,Customer support agents
Mid-Career 2 (41-49),8/1/23,1.029958991,Customer support agents
Mid-Career 2 (41-49),9/1/23,1.037818955,Customer support agents
Mid-Career 2 (41-49),10/1/23,1.039945322,Customer support agents
Mid-Career 2 (41-49),11/1/23,1.049134265,Customer support agents
Mid-Career 2 (41-49),12/1/23,1.049058323,Customer support agents
Mid-Career 2 (41-49),1/1/24,1.054829891,Customer support agents
Mid-Career 2 (41-49),2/1/24,1.052703524,Customer support agents
Mid-Career 2 (41-49),3/1/24,1.056728433,Customer support agents
Mid-Career 2 (41-49),4/1/24,1.056386695,Customer support agents
Mid-Career 2 (41-49),5/1/24,1.058816829,Customer support agents
Mid-Career 2 (41-49),6/1/24,1.056766403,Customer support agents
Mid-Career 2 (41-49),7/1/24,1.054602066,Customer support agents
Mid-Career 2 (41-49),8/1/24,1.063828979,Customer support agents
Mid-Career 2 (41-49),9/1/24,1.052627582,Customer support agents
Mid-Career 2 (41-49),10/1/24,1.052058019,Customer support agents
Mid-Career 2 (41-49),11/1/24,1.062879708,Customer support agents
Mid-Career 2 (41-49),12/1/24,1.062120292,Customer support agents
Mid-Career 2 (41-49),1/1/25,1.069638518,Customer support agents
Mid-Career 2 (41-49),2/1/25,1.073093864,Customer support agents
Mid-Career 2 (41-49),3/1/25,1.067322296,Customer support agents
Mid-Career 2 (41-49),4/1/25,1.069372722,Customer support agents
Mid-Career 2 (41-49),5/1/25,1.067967801,Customer support agents
Mid-Career 2 (41-49),6/1/25,1.064968104,Customer support agents
Mid-Career 2 (41-49),7/1/25,1.065499696,Customer support agents
Mid-Career 2 (41-49),8/1/25,1.069106926,Customer support agents
Mid-Career 2 (41-49),9/1/25,1.071271264,Customer support agents
Mid-Career 2 (41-49),10/1/25,1.081485419,Customer support agents
Mid-Career 2 (41-49),11/1/25,1.086915249,Customer support agents
Mid-Career 2 (41-49),12/1/25,1.091167983,Customer support agents
Senior (50+),1/1/21,0.855682037,Customer support agents
Senior (50+),2/1/21,0.863134285,Customer support agents
Senior (50+),3/1/21,0.868391858,Customer support agents
Senior (50+),4/1/21,0.883561644,Customer support agents
Senior (50+),5/1/21,0.882645186,Customer support agents
Senior (50+),6/1/21,0.892412695,Customer support agents
Senior (50+),7/1/21,0.898393787,Customer support agents
Senior (50+),8/1/21,0.910042446,Customer support agents
Senior (50+),9/1/21,0.910790083,Customer support agents
Senior (50+),10/1/21,0.926152807,Customer support agents
Senior (50+),11/1/21,0.932519776,Customer support agents
Senior (50+),12/1/21,0.93982732,Customer support agents
Senior (50+),1/1/22,0.943806676,Customer support agents
Senior (50+),2/1/22,0.948388964,Customer support agents
Senior (50+),3/1/22,0.955744742,Customer support agents
Senior (50+),4/1/22,0.961267606,Customer support agents
Senior (50+),5/1/22,0.964426973,Customer support agents
Senior (50+),6/1/22,0.970914528,Customer support agents
Senior (50+),7/1/22,0.979259116,Customer support agents
Senior (50+),8/1/22,0.98280436,Customer support agents
Senior (50+),9/1/22,0.986711364,Customer support agents
Senior (50+),10/1/22,0.991800116,Customer support agents
Senior (50+),11/1/22,1,Customer support agents
Senior (50+),12/1/22,0.997178275,Customer support agents
Senior (50+),1/1/23,1.012878642,Customer support agents
Senior (50+),2/1/23,1.00653579,Customer support agents
Senior (50+),3/1/23,1.010008682,Customer support agents
Senior (50+),4/1/23,1.010466911,Customer support agents
Senior (50+),5/1/23,1.002966429,Customer support agents
Senior (50+),6/1/23,1.008175767,Customer support agents
Senior (50+),7/1/23,1.012613351,Customer support agents
Senior (50+),8/1/23,0.998914721,Customer support agents
Senior (50+),9/1/23,1.005378159,Customer support agents
Senior (50+),10/1/23,1.00716284,Customer support agents
Senior (50+),11/1/23,1.014615088,Customer support agents
Senior (50+),12/1/23,1.011383369,Customer support agents
Senior (50+),1/1/24,1.009116342,Customer support agents
Senior (50+),2/1/24,1.011383369,Customer support agents
Senior (50+),3/1/24,1.011166313,Customer support agents
Senior (50+),4/1/24,1.008585761,Customer support agents
Senior (50+),5/1/24,1.010273973,Customer support agents
Senior (50+),6/1/24,1.007379896,Customer support agents
Senior (50+),7/1/24,1.009695157,Customer support agents
Senior (50+),8/1/24,1.016182713,Customer support agents
Senior (50+),9/1/24,1.006584025,Customer support agents
Senior (50+),10/1/24,1.009261046,Customer support agents
Senior (50+),11/1/24,1.017243874,Customer support agents
Senior (50+),12/1/24,1.01217924,Customer support agents
Senior (50+),1/1/25,1.012227474,Customer support agents
Senior (50+),2/1/25,1.015410959,Customer support agents
Senior (50+),3/1/25,1.014229211,Customer support agents
Senior (50+),4/1/25,1.015193903,Customer support agents
Senior (50+),5/1/25,1.014253328,Customer support agents
Senior (50+),6/1/25,1.012830407,Customer support agents
Senior (50+),7/1/25,1.01468744,Customer support agents
Senior (50+),8/1/25,1.019945013,Customer support agents
Senior (50+),9/1/25,1.021102643,Customer support agents
Senior (50+),10/1/25,1.033547173,Customer support agents
Senior (50+),11/1/25,1.034753039,Customer support agents
Senior (50+),12/1/25,1.034801273,Customer support agents
